,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,defending,attacking_crossing,attacking_volleys,attacking_short_passing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
10613,Y. Goke,"RM, CM, ST",65,74,1600000.0,2000.0,22,2022.0,62,63,64,45,62,55,67,62,63,66,59,53,67,67,63,65,49,183
17258,D. Williams,"CM, CDM",57,71,400000.0,3000.0,20,2022.0,55,54,59,54,41,39,64,60,57,61,40,37,49,54,36,55,46,170
15050,Metinho,"CDM, CM",61,80,800000.0,850.0,18,2026.0,52,57,63,60,51,42,66,60,63,65,41,40,59,70,59,65,61,178
14951,C. Trujillo,CM,61,69,725000.0,500.0,22,2022.0,60,58,58,48,48,43,66,63,56,57,40,36,61,70,65,52,45,176
10894,Y. Yamamoto,"CM, CDM",65,70,1100000.0,3000.0,23,2022.0,61,64,68,54,60,56,68,65,66,68,63,64,65,72,63,58,49,173
18082,E. Galara,CM,55,64,275000.0,550.0,20,2022.0,55,59,62,43,60,42,62,60,61,63,57,55,50,42,43,59,51,175
9033,J. Morrell,CM,66,71,1300000.0,4000.0,24,2024.0,64,65,70,51,59,38,72,64,66,68,48,59,74,76,55,73,58,168
10890,K. Saito,"LM, CAM, CM",65,70,1100000.0,1000.0,24,2022.0,59,61,68,42,56,56,65,60,66,66,63,60,64,69,64,60,59,170
19001,E. Özkan,CM,51,70,150000.0,500.0,17,2023.0,45,48,52,39,36,40,58,51,46,56,39,36,54,64,55,38,42,178
19138,A. Adhikari,CM,49,63,110000.0,500.0,20,2022.0,48,47,56,41,38,40,53,47,52,55,40,40,49,52,44,55,42,172
18220,L. Duzel,"CM, CAM",54,68,250000.0,500.0,19,2023.0,52,52,58,43,30,41,64,64,56,60,40,36,46,45,42,52,46,182
9070,A. Mateiu,"CDM, CM",66,66,600000.0,4000.0,31,2022.0,59,64,69,61,61,51,69,65,67,69,64,52,68,77,58,65,54,175
13306,I. Batha,CM,63,63,475000.0,2000.0,29,2022.0,63,62,64,59,56,56,66,60,63,62,58,57,61,72,65,58,38,176
10884,R. van der Venne,"CAM, CM",65,65,700000.0,2000.0,29,2022.0,60,63,65,46,53,49,71,67,63,69,50,59,57,80,67,61,51,173
18008,T. Hiraoka,"CM, CDM",55,70,300000.0,500.0,18,2022.0,56,54,57,46,45,33,59,56,54,58,56,41,50,65,51,35,43,172
10489,A. Al Khaibari,"CDM, CM",65,72,1300000.0,7000.0,24,2022.0,59,59,61,63,54,38,67,61,58,65,37,39,64,74,53,52,40,175
18215,T. Charters,CM,54,69,250000.0,1000.0,19,2022.0,56,52,53,49,40,31,58,56,52,54,46,40,55,53,50,42,37,185
13075,F. Lo Celso,"CAM, LM, CM",63,77,1200000.0,3000.0,21,2023.0,66,65,63,57,56,54,72,65,62,63,60,55,54,55,61,67,61,178
11893,T. Fornah,"CDM, CM",64,73,1200000.0,7000.0,21,2022.0,58,56,61,60,44,42,64,62,58,60,46,38,58,79,59,64,47,185
17204,M. Olmedo,"CDM, CM",57,65,350000.0,500.0,22,2025.0,49,53,56,55,53,39,60,50,54,59,35,38,49,63,45,51,46,176
19086,H. Jewitt-White,CM,50,72,150000.0,500.0,17,2022.0,49,48,51,42,36,37,54,53,49,51,35,38,52,52,49,47,38,180
8862,R. Tunnicliffe,CM,66,66,850000.0,5000.0,28,2023.0,67,65,65,64,63,51,68,65,64,66,60,47,63,72,61,64,55,183
10477,G. Kastanos,"CAM, CM",65,73,1600000.0,13000.0,23,2022.0,62,60,72,28,54,55,61,65,73,75,60,60,58,54,60,61,48,179
17953,Y. Ayari,CM,55,74,325000.0,500.0,17,2021.0,58,55,58,45,48,42,60,58,55,57,46,38,56,62,55,56,49,172
17367,L. Jakobi,"CDM, CM",57,70,375000.0,550.0,19,2024.0,55,50,57,56,33,37,60,52,52,58,35,38,53,57,50,44,36,177
14818,T. Chukwuani,CM,61,75,750000.0,800.0,18,2022.0,60,59,65,53,49,50,67,59,63,65,55,48,58,68,61,63,48,179
17985,A. Al Burayh,"CM, RM",55,61,200000.0,3000.0,23,2023.0,57,58,61,43,56,34,60,56,60,58,54,58,55,60,54,57,35,178
11905,J. Rudoni,"CAM, CM",64,73,1300000.0,2000.0,20,2023.0,64,59,64,56,45,50,64,62,63,64,56,52,61,77,62,61,40,185
10431,Léo Sena,"CM, CDM",65,67,900000.0,5000.0,25,2024.0,69,67,66,60,63,43,73,73,67,64,44,47,55,68,55,76,50,175
13189,S. Czyż,"CAM, CM",63,75,1100000.0,550.0,19,2024.0,62,60,71,44,56,51,63,60,71,73,55,56,59,66,51,64,60,176
10732,M. Căpățînă,"CAM, CM",65,68,950000.0,4000.0,25,2024.0,68,64,66,31,65,41,68,59,66,67,66,33,63,81,63,63,65,177
10814,G. Florentín,"CM, CAM",65,73,1600000.0,3000.0,22,2025.0,65,64,68,57,57,47,70,65,71,68,59,57,57,69,64,66,44,173
11645,J. Nietfeld,"CM, CB, CDM",64,65,675000.0,1000.0,27,2023.0,62,59,65,58,46,60,65,60,65,68,54,65,64,82,63,56,50,186
12853,Y. Otto,"CAM, CM",63,70,975000.0,1000.0,22,2023.0,57,53,65,42,47,37,64,45,62,67,31,29,69,66,61,45,56,180
11633,H. Çiftçi,"CM, CDM",64,71,1200000.0,1000.0,23,2022.0,63,62,66,51,51,48,69,68,65,64,60,46,63,75,60,50,44,177
14972,Galego,"CAM, CM",61,68,650000.0,2000.0,24,2024.0,59,59,66,49,57,53,58,65,69,67,54,56,59,52,58,59,59,176
11709,L. Pierre,"CDM, CM",64,71,1100000.0,1000.0,23,2022.0,62,59,64,61,51,48,67,60,64,67,40,32,55,69,52,65,55,178
12952,J. Van Hecke,"CAM, CM, LM",63,77,1100000.0,2000.0,19,2024.0,65,63,68,51,61,37,68,62,65,70,45,48,58,60,57,64,44,175
19000,A. Wikman,CM,51,73,180000.0,500.0,17,2023.0,45,49,53,43,40,33,58,53,48,53,37,31,50,58,42,45,37,178
11759,S. Finley,"CM, CDM",64,64,575000.0,4000.0,28,2023.0,65,64,68,60,62,52,66,66,66,64,56,51,62,76,59,63,51,170
19048,G. Colli,"RM, CM",50,62,120000.0,650.0,21,2022.0,41,44,51,26,45,43,49,39,51,47,45,34,34,58,52,51,52,175
18077,H. Høllsberg,CM,55,68,300000.0,1000.0,19,2024.0,49,53,55,53,46,36,61,58,53,56,39,30,56,63,56,50,37,178
14752,C. Mesías,"CDM, CM",61,71,675000.0,550.0,23,2022.0,54,53,57,59,44,37,61,56,54,60,38,35,60,61,57,48,37,179
19034,S. Kowalczyk,CM,50,69,120000.0,500.0,17,2023.0,52,47,52,43,34,32,53,52,49,51,30,32,52,48,49,38,36,173
18044,S. Cornish,"CM, CDM",55,68,300000.0,1000.0,19,2022.0,56,54,54,50,43,36,59,57,52,54,53,50,54,66,48,50,49,173
13217,M. Vorobjovas,"CDM, CM",63,66,575000.0,2000.0,25,2022.0,60,60,55,57,58,38,62,60,43,62,65,41,64,81,57,70,45,177
17192,Koo Bon Chul,"RW, CM",57,67,375000.0,850.0,21,2022.0,58,58,59,36,57,37,60,58,58,57,56,57,54,55,59,59,40,173
16921,W. Swedberg,"CM, CF",58,77,500000.0,500.0,17,2024.0,60,55,64,47,40,58,60,54,64,63,62,51,53,69,53,50,44,185
12639,Li Hang,"CM, CDM",63,63,400000.0,3000.0,31,2021.0,63,65,60,58,64,54,65,64,57,61,71,71,65,80,64,58,58,182
16914,L. Griebsch,"LB, CM",58,73,450000.0,500.0,17,2024.0,45,51,55,53,54,43,55,53,54,51,55,26,52,70,53,41,39,179
15995,Lin Chuangyi,"CM, CDM",59,59,220000.0,2000.0,28,2021.0,60,58,58,61,48,53,64,56,54,56,60,51,56,64,56,56,58,178
18752,L. Loughlan,CM,52,68,210000.0,2000.0,19,2022.0,53,48,56,43,35,34,54,52,53,53,41,32,49,68,48,44,36,175
12334,Edu García,"CM, CAM, LM",63,63,400000.0,500.0,31,2022.0,66,66,65,45,68,47,63,69,65,65,71,65,63,55,67,58,59,181
15733,T. Latteier,CM,60,70,550000.0,2000.0,21,2025.0,52,58,65,54,55,49,66,59,63,65,47,43,52,66,57,49,56,177
14087,G. Thomason,"CM, CDM",62,73,875000.0,2000.0,20,2022.0,62,59,62,56,45,43,67,63,59,63,49,42,57,71,56,58,40,177
12339,A. Crawford,"CM, CAM",63,63,475000.0,3000.0,29,2022.0,64,64,65,56,65,48,65,64,63,64,50,67,59,74,63,60,58,179
12347,M. Pérez,"CM, CF",63,63,475000.0,3000.0,28,2023.0,64,61,66,36,50,51,67,60,68,64,60,59,67,67,65,43,52,171
16720,M. Helm,"CAM, CM",58,71,475000.0,3000.0,19,2023.0,59,55,59,37,48,40,58,57,58,55,44,60,60,59,56,57,43,178
9708,N. Castro,"LW, LM, CM",66,66,825000.0,4000.0,30,2021.0,59,59,67,34,68,58,61,47,71,70,47,49,54,62,68,54,58,181
9709,Martín Calderón,CM,66,74,1900000.0,7000.0,22,2024.0,71,65,64,63,51,45,73,66,59,73,64,46,59,53,51,69,54,183
15978,L. Rodrigues,"CDM, CM",59,59,80000.0,600.0,34,2022.0,55,53,55,54,44,43,60,57,50,57,46,32,52,75,42,53,45,182
15974,S. Stanton,"CM, CDM, CAM",59,60,250000.0,700.0,27,2021.0,60,61,62,48,56,53,63,62,59,62,64,65,58,59,53,55,52,180
16076,H. Biggins,"CM, CAM",59,64,325000.0,2000.0,25,2022.0,61,55,64,50,39,39,62,60,60,66,41,36,62,49,53,60,41,175
10100,S. Martínez,"CM, CDM",65,65,725000.0,1000.0,28,2022.0,59,62,65,63,55,46,70,65,65,68,51,52,64,73,58,63,44,175
13575,Wang Hao,"CDM, CM",62,63,375000.0,3000.0,28,2022.0,46,49,54,60,36,51,61,56,51,58,29,33,59,68,47,45,56,185
11382,J. Nolan,CM,64,64,575000.0,4000.0,29,2022.0,64,62,67,57,54,61,66,65,63,65,66,53,61,77,56,62,51,180
15647,E. López,CM,60,71,550000.0,3000.0,22,2022.0,57,57,61,58,50,49,62,60,60,62,58,43,58,70,62,56,53,180
14227,F. Zambrano,"CM, RB, CDM",62,67,600000.0,500.0,24,2021.0,65,60,62,57,60,30,63,61,60,61,38,39,58,72,66,56,49,176
12293,J. Falkingham,CM,63,63,450000.0,3000.0,30,2022.0,63,59,65,58,51,39,64,62,62,63,53,44,62,82,59,59,50,168
13607,M. Shelton,CM,62,67,600000.0,2000.0,24,2022.0,61,60,62,60,52,52,64,62,60,62,56,55,58,77,58,57,44,183
14199,M. Stamenic,"CM, CDM, CAM",62,80,2850451.813201148,9017.989362811555,19,2031.0,65,62,68,52,53,56,66,63,67,73,60,51,50,64,53,71,50,188
12650,D. Kasumu,CM,63,73,1100000.0,2000.0,21,2022.0,63,61,64,60,52,48,66,64,62,64,53,44,60,70,56,61,48,180
15706,D. van den Berg,"CM, CDM",60,70,550000.0,2000.0,21,2023.0,60,57,63,56,40,33,65,63,62,65,47,43,58,68,43,57,47,185
14154,D. Tetek,"CDM, CM",62,76,875000.0,1000.0,18,2023.0,54,56,60,60,48,48,62,59,55,61,53,43,57,75,46,50,50,177
12677,A. Beestin,"CM, CDM",63,69,750000.0,3000.0,23,2022.0,63,61,63,58,52,54,65,63,61,63,58,51,62,84,58,59,49,178
16731,B. Garrity,CM,58,65,400000.0,2000.0,24,2023.0,58,57,59,57,50,47,62,60,57,59,51,49,57,55,53,60,47,182
18570,A. Qasem,"CAM, CM",53,74,300000.0,500.0,17,2023.0,51,51,56,34,41,42,59,52,57,53,46,36,46,55,42,53,49,178
17654,Alvyn Sanches,"CM, RM",56,75,350000.0,900.0,18,2025.0,58,57,61,39,51,34,62,55,60,61,52,49,45,63,55,57,33,178
11218,E. Akichi,"CDM, CM",64,64,400000.0,2000.0,31,2022.0,58,58,65,62,54,42,60,59,65,64,53,52,62,81,53,62,47,178
16788,M. Nyeman,"CDM, CM",58,77,475000.0,500.0,17,2021.0,50,53,59,55,38,33,64,63,57,59,44,36,53,74,54,52,43,165
18667,J. Dodd,"CM, CAM",52,65,190000.0,2000.0,20,2022.0,53,50,56,43,42,37,55,54,52,55,43,35,54,43,48,56,46,170
13840,M. Shabani,"CAM, CM, ST",62,72,900000.0,10000.0,22,2023.0,63,62,65,35,53,47,69,68,65,67,50,46,43,57,47,67,52,185
16791,T. Thomas,CM,58,66,450000.0,2000.0,22,2025.0,56,55,62,58,48,39,59,58,61,62,52,48,57,62,52,54,53,172
18568,Y. Ogawa,"CDM, CM",53,67,210000.0,750.0,19,2024.0,53,52,59,48,46,29,58,56,54,58,35,36,38,53,36,45,29,166
17699,T. Semba,"CAM, LM, CM",56,65,325000.0,1000.0,21,2025.0,52,54,63,34,54,45,56,55,61,60,49,48,48,49,47,50,44,164
15895,B. Nadir,"CM, CDM",60,74,550000.0,700.0,17,2024.0,63,60,56,57,49,44,67,62,51,58,41,55,62,72,50,53,58,179
11183,A. Halliday,"CM, LB, CDM",64,64,575000.0,2000.0,29,2022.0,59,62,65,63,62,43,65,63,61,65,54,58,61,83,54,65,63,173
18690,J. Dixon,"CM, CAM",52,66,190000.0,2000.0,20,2023.0,54,51,57,45,44,37,55,53,55,54,46,44,52,45,50,54,45,181
9961,M. Mert,"CAM, CM",65,68,925000.0,4000.0,26,2023.0,65,68,70,48,63,52,70,69,71,70,75,70,58,57,55,47,60,174
14007,A. Ibrahim,"CDM, CM",62,71,825000.0,2000.0,23,2024.0,53,55,60,61,52,49,61,60,58,60,42,39,59,67,48,51,53,171
15754,G. Broadbent,"CM, CDM",60,71,550000.0,3000.0,20,2022.0,67,56,62,59,46,33,60,56,59,64,36,41,56,61,51,42,37,175
17751,S. Faraj,CM,56,71,350000.0,700.0,19,2024.0,58,56,60,42,43,43,64,59,61,58,51,45,58,48,53,59,45,178
9908,F. Flores,"CDM, CM, CB",65,65,500000.0,500.0,31,2021.0,60,62,58,62,58,47,70,62,55,61,39,50,60,76,46,59,51,181
18719,T. Ibrahimagić,"CM, CAM",52,65,190000.0,2000.0,20,2022.0,51,51,55,42,43,44,58,54,53,54,45,39,49,53,50,56,50,184
13814,M. Virtue,"CM, CDM",62,68,625000.0,2000.0,24,2022.0,59,57,65,58,45,40,65,63,62,65,41,42,60,68,52,55,54,175
11254,A. Caceres,"CAM, CM, RM",64,64,600000.0,3000.0,28,2024.0,63,64,65,58,59,61,69,62,65,64,64,53,59,74,61,56,37,173
13818,A. Thurgate,"CM, ST, CDM",62,71,900000.0,500.0,21,2022.0,65,58,64,55,46,43,64,62,62,64,45,43,60,72,60,58,43,178
13822,B. Servania,"CDM, CM, RWB",62,69,750000.0,1000.0,22,2021.0,61,59,64,58,50,47,65,60,63,65,57,51,62,59,49,61,47,178
12280,B. Kantarovski,"CDM, CM",63,63,400000.0,750.0,29,2022.0,58,54,59,60,42,47,63,55,55,61,41,38,55,73,58,61,49,183
12768,P. López,"CM, CDM",63,72,1100000.0,3000.0,23,2022.0,65,63,67,45,47,48,70,74,67,67,54,54,55,66,50,61,55,170
14586,P. Lewis,"CM, CAM",61,63,400000.0,4000.0,26,2023.0,60,57,59,54,45,35,64,61,57,57,44,39,57,84,61,57,42,186
13398,M. Jones,"CM, CDM",62,62,240000.0,2000.0,33,2022.0,62,62,62,59,63,52,63,61,62,62,61,64,60,81,58,56,51,183
17909,J. Willis,CM,55,68,300000.0,1000.0,19,2022.0,54,54,56,53,51,48,56,54,55,54,54,52,53,68,54,57,48,182
18292,G. Villamíl,CM,54,66,250000.0,500.0,20,2022.0,48,48,61,47,32,39,61,51,65,60,34,29,45,57,50,38,39,175
14595,Kim Joon Hyeong,"CM, CDM",61,66,475000.0,1000.0,25,2022.0,63,55,63,56,33,36,61,57,60,64,64,45,57,72,59,62,38,177
16190,J. Smith,CM,59,70,475000.0,1000.0,19,2023.0,61,54,57,51,43,38,60,58,57,59,34,30,57,68,55,54,37,185
12774,J. Brimmer,"CM, CAM, CDM",63,68,725000.0,2000.0,23,2022.0,59,64,65,56,59,40,68,67,66,68,57,69,55,67,55,59,64,169
9218,R. Krauße,"CDM, CM",66,68,925000.0,2000.0,27,2024.0,49,52,58,65,38,40,61,59,51,59,44,50,64,90,34,60,40,179
14659,T. Francois,CM,61,74,775000.0,7000.0,20,2022.0,59,58,66,56,45,44,67,62,62,66,51,42,64,65,51,66,50,175
17422,H. Lindley,"CDM, CM, RB",57,71,350000.0,2000.0,18,2022.0,55,55,55,53,51,43,59,57,55,58,47,46,55,56,58,44,55,182
12780,R. Lucena,CM,63,70,950000.0,500.0,24,2024.0,65,61,65,57,49,49,65,61,65,64,59,66,61,71,63,60,55,166
18250,J. Robbins,CM,54,70,275000.0,1000.0,19,2022.0,55,54,55,44,48,47,57,56,53,56,49,47,52,63,48,52,49,182
18255,J. Ajenjo Hyjek,CM,54,65,240000.0,1000.0,20,2024.0,54,54,60,38,44,39,59,61,58,62,48,47,47,47,58,60,52,186
16243,K. Kostadinov,"CM, CAM",59,76,575000.0,500.0,18,2024.0,60,57,63,52,48,44,62,59,62,61,50,42,56,67,57,57,46,175
9201,A. Arslan,"CM, CAM, CDM",66,67,975000.0,7000.0,27,2024.0,68,65,70,56,57,52,72,58,69,70,66,52,67,65,58,62,67,180
12131,F. Oncoy,"CDM, CM",64,73,1200000.0,500.0,20,2021.0,65,61,59,61,55,30,65,61,55,65,37,55,60,65,58,58,61,180
14315,L. Kunze,"CM, CDM, CAM",62,68,625000.0,1000.0,23,2024.0,64,55,63,57,42,29,64,55,62,64,35,37,63,78,59,55,38,189
14313,W. Mejía,CM,62,70,900000.0,7000.0,22,2022.0,60,66,65,49,60,47,72,73,67,65,60,51,52,63,55,58,51,183
13521,Ü. Tosun,"CM, CDM, CAM",62,62,400000.0,1000.0,28,2022.0,65,60,66,54,49,45,67,65,64,65,49,37,59,66,57,64,49,179
15630,A. Ndiaye,"CDM, CM",60,65,350000.0,750.0,24,2022.0,47,55,57,56,49,35,66,61,55,59,38,39,56,60,44,45,44,189
9514,X. Simons,CM,66,83,2200000.0,6000.0,18,2022.0,68,66,70,57,60,49,69,65,70,69,71,61,63,61,67,70,58,168
18817,S. Aas,CM,52,75,250000.0,500.0,17,2023.0,50,51,53,42,37,33,58,58,50,50,41,42,49,55,53,45,47,181
11409,Yin Hongbo,"CM, LM",64,64,475000.0,4000.0,31,2021.0,66,66,66,53,65,49,69,65,66,65,62,64,60,70,60,57,45,180
9442,V. Torp,"CAM, CM, ST",66,75,1900000.0,6000.0,21,2022.0,66,66,69,53,62,56,68,65,67,69,66,65,60,70,64,68,56,178
9440,F. Grahl,"CM, CDM, CAM",66,66,825000.0,4000.0,29,2022.0,68,69,67,56,62,53,73,71,66,72,72,72,60,79,57,66,60,180
18849,F. Ambrož,CM,52,67,180000.0,500.0,17,2024.0,49,51,49,47,39,42,60,55,44,55,39,38,46,60,49,39,42,184
9344,R. Shirasaki,"LM, CM",66,66,850000.0,3000.0,28,2022.0,67,64,65,52,63,65,65,62,65,64,61,67,63,69,66,56,55,181
11000,M. Škvarka,"CM, CAM",65,65,725000.0,2000.0,28,2023.0,65,66,66,48,52,67,72,70,63,72,71,67,62,60,49,59,62,173
10180,M. Mirahmetjan,"CM, CDM",65,65,675000.0,6000.0,30,2022.0,63,67,65,61,68,57,66,67,62,66,75,72,64,79,65,62,63,182
9372,R. Harper,"CM, CDM",66,75,1900000.0,3000.0,21,2024.0,68,64,68,60,56,50,70,68,67,68,42,44,66,76,64,76,56,188
11022,Turrientes,"CM, CAM, CDM",65,82,1800000.0,1000.0,19,2025.0,67,67,66,59,60,37,71,68,62,70,61,70,59,75,58,64,56,172
13473,E. Whitehouse,"CM, CAM",62,63,450000.0,4000.0,27,2022.0,61,59,64,57,53,51,62,60,61,63,55,48,60,84,61,58,63,180
13477,S. Byrne,CM,62,62,400000.0,2000.0,28,2022.0,56,59,62,59,40,41,70,65,61,67,60,57,56,64,57,67,48,183
9405,F. Downes,"CDM, CM",66,74,1800000.0,7000.0,22,2025.0,63,63,65,64,61,32,66,65,62,65,49,55,60,72,56,64,48,173
15597,J. Shcherbakovski,"RM, CM",60,72,600000.0,650.0,20,2022.0,55,52,66,23,56,41,53,46,68,60,54,32,56,71,54,40,54,174
9114,G. Dobson,"CDM, CM",66,72,1200000.0,2000.0,23,2023.0,64,63,63,62,57,43,66,67,61,63,60,56,61,85,58,68,51,185
18861,B. Brooks,CM,52,71,200000.0,500.0,17,2025.0,54,52,56,45,45,41,55,54,52,55,48,40,52,44,46,53,42,178
12901,C. Cappis,CM,63,74,1100000.0,2000.0,21,2025.0,60,62,64,56,55,46,68,66,63,66,55,41,63,71,57,58,40,185
1771,L. Cook,"CM, CDM",75,80,8500000.0,28000.0,24,2024.0,74,75,77,66,70,57,79,79,77,78,71,65,73,68,68,74,61,175
5237,I. Ljubić,"CM, CDM, CAM",70,75,2400000.0,11000.0,24,2023.0,68,66,68,67,57,58,72,69,68,70,57,47,71,83,67,65,60,184
6891,G. Docherty,"CM, CDM",68,73,1800000.0,5000.0,24,2023.0,67,65,69,65,59,58,68,65,70,67,61,55,69,83,63,64,53,177
3578,Durval Dutría,CM,72,72,2300000.0,13000.0,29,2024.0,71,70,71,69,61,56,76,73,73,75,64,60,63,81,67,66,62,177
738,Moi Gómez,"LM, RM, CM",78,78,15000000.0,33000.0,27,2025.0,77,77,78,55,78,65,80,76,79,80,82,59,74,78,76,75,59,176
4320,J. Elías,"CM, CDM",71,74,2500000.0,9000.0,25,2023.0,72,69,69,70,64,47,75,70,67,71,53,53,70,82,67,71,57,175
2943,Aleix Febas,"CM, CAM, CDM",73,78,4400000.0,20000.0,25,2023.0,75,75,76,61,67,57,80,77,75,73,71,63,71,75,65,77,59,171
6956,F. Madrigal,"CDM, CM",68,68,1000000.0,16000.0,29,2026.0,69,66,65,65,64,51,65,71,65,64,62,63,67,81,67,67,68,175
8260,A. Manneh,"CM, CDM",67,70,1400000.0,3000.0,23,2023.0,69,68,69,59,65,34,71,69,67,69,68,54,60,72,55,66,48,170
5098,Á. Nagy,"CDM, CM",70,74,2850451.813201148,9017.989362811555,26,2031.0,64,69,73,68,69,68,73,70,71,72,69,62,70,74,64,74,58,178
6947,Àlex Corredera,"CAM, RM, CM",68,71,1600000.0,4000.0,25,2024.0,67,69,70,52,58,56,72,74,68,73,79,68,64,77,68,73,59,178
3536,L. Görtler,"CM, RM, CAM",72,73,2700000.0,9000.0,27,2026.0,71,72,70,57,74,64,74,73,68,72,68,48,75,91,72,68,52,186
7255,I. Saavedra,"CM, CDM",68,77,2700000.0,5000.0,22,2021.0,63,60,70,59,42,33,71,70,67,70,34,42,70,77,61,72,50,172
3602,Gustavo Sauer,"RW, CM",72,72,2400000.0,13000.0,28,2023.0,68,70,76,55,73,58,72,64,76,77,75,70,73,82,70,72,62,181
2808,Raúl Guti,"CM, CDM",73,80,6000000.0,14000.0,24,2024.0,73,69,70,67,58,58,74,72,67,73,66,64,75,88,66,71,53,177
2774,M. Thorsby,"CM, CDM",73,78,4400000.0,15000.0,25,2023.0,69,68,71,73,62,55,73,72,70,73,56,48,75,91,73,73,49,189
6796,J. Grant,"CM, CDM, LM",68,69,1400000.0,6000.0,26,2024.0,68,70,70,57,68,54,72,69,66,70,68,76,65,85,63,69,65,178
2761,M. Ilaimaharitra,"CDM, CM",73,77,3800000.0,11000.0,25,2023.0,58,67,68,72,64,46,72,69,66,70,64,70,71,85,48,68,68,177
5499,R. Jenssen,"CM, CDM",69,69,850000.0,3000.0,33,2023.0,70,70,68,59,72,72,71,70,64,66,54,68,72,84,69,74,51,173
555,G. Kondogbia,"CM, CDM",79,79,17500000.0,58000.0,28,2024.0,79,75,77,78,65,62,81,78,76,79,62,56,80,82,77,84,45,188
1805,D. Barinov,"CDM, CM",75,82,10500000.0,33000.0,24,2023.0,66,63,66,74,42,46,75,72,63,70,41,49,75,78,59,66,46,179
659,Bruno Guimarães,"CDM, CM",79,84,24500000.0,52000.0,23,2024.0,82,78,78,73,66,66,84,82,78,80,75,62,77,84,66,80,65,182
2871,Nicolás Formido,"CAM, LM, CM",73,73,3600000.0,16000.0,21,2024.0,75,75,74,34,74,55,75,73,74,75,81,76,78,68,73,72,69,183
6854,L. Berry,"CM, CAM",68,68,1200000.0,6000.0,28,2022.0,69,66,70,61,61,53,70,66,68,70,57,61,67,70,67,66,56,177
8344,H. Mörschel,"CAM, CM, ST",67,73,1600000.0,5000.0,23,2022.0,67,63,68,37,57,53,66,59,69,70,58,71,65,54,66,64,68,190
636,Zubeldia,"CB, CM, CDM",79,84,24000000.0,29000.0,24,2024.0,74,75,73,79,65,47,81,79,70,78,73,65,81,83,65,73,51,181
2845,S. Amallah,"CAM, CM, LW",73,78,4600000.0,12000.0,24,2023.0,68,72,74,64,70,74,74,75,78,74,72,75,70,76,71,72,77,186
6778,S. Nutz,"CAM, CM, ST",68,68,1200000.0,5000.0,29,2023.0,72,71,67,53,67,66,72,70,63,68,73,72,66,74,63,68,73,178
3506,Serginho,"RM, ST, CM",72,72,2500000.0,8000.0,27,2021.0,73,72,71,43,65,66,76,70,72,73,73,71,67,77,72,71,70,189
3345,João Teixeira,"CAM, CM, LW",72,72,2400000.0,9000.0,28,2022.0,74,70,74,36,64,45,74,72,74,76,60,56,71,64,70,68,56,177
3349,B. Verstraete,"CDM, CM",72,75,2700000.0,14000.0,27,2024.0,70,71,72,67,67,44,73,73,70,70,71,72,74,84,56,69,81,175
1018,N. Amiri,"CAM, CM",77,81,15000000.0,41000.0,24,2024.0,78,78,82,50,79,66,77,78,85,82,80,71,75,80,70,72,65,180
4542,C. Vega,"CDM, CM",71,73,2000000.0,9000.0,27,2023.0,64,65,65,67,56,52,74,70,63,69,56,45,66,83,57,71,65,178
4562,E. Mera,"CAM, CM",71,71,600000.0,550.0,36,2021.0,69,67,73,50,59,59,70,65,72,73,74,66,72,69,69,68,57,167
1006,Petros,"CM, CDM",77,77,8500000.0,39000.0,32,2026.0,75,72,75,73,61,53,79,77,75,77,58,61,76,93,68,79,55,181
8310,A. Al Hassan,"CDM, CM",67,74,1900000.0,10000.0,24,2025.0,62,61,64,61,46,39,72,65,63,65,50,37,63,75,61,60,42,182
3278,S. Sturaro,CM,72,72,2300000.0,13000.0,28,2022.0,68,70,72,75,66,74,74,72,73,74,64,64,68,70,73,73,68,181
1659,Jordi Quintillà,"CM, CDM",75,76,6500000.0,15000.0,27,2024.0,76,75,76,63,69,56,78,77,74,78,73,77,72,81,68,73,72,178
3387,A. Fransson,CM,72,73,2700000.0,6000.0,27,2021.0,71,68,72,67,62,62,72,70,69,73,64,58,75,83,67,73,47,180
4961,P. Anton,"CDM, CM",70,70,1300000.0,5000.0,30,2026.0,59,66,65,66,57,48,70,75,62,67,72,68,71,80,53,69,55,182
8508,R. Guarderas,"CDM, CM",67,68,1000000.0,500.0,27,2021.0,59,61,66,66,59,55,66,64,66,67,65,32,67,70,62,63,53,177
4979,D. Szymański,"CM, CDM, CAM",70,73,2100000.0,750.0,26,2024.0,71,65,67,66,53,58,70,68,65,71,65,52,68,86,73,65,48,183
5001,B. Whiteman,"CDM, CM",70,75,2100000.0,16000.0,25,2024.0,67,68,69,63,58,56,73,72,65,72,62,65,68,78,64,74,64,185
1595,A. Maher,"CM, CDM",75,75,6000000.0,16000.0,27,2022.0,74,77,77,65,72,74,80,77,75,80,79,76,74,76,70,74,68,175
8494,T. Tsingaras,"CDM, CM",67,78,2100000.0,500.0,20,2023.0,64,64,66,64,50,56,72,71,61,70,58,40,56,69,59,65,54,173
