,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
12073,D. Lagator,"CDM, CB",64,67,675000.0,2000.0,27,2022.0,60,58,79,39,61,58,64,71,83,75,61,60,58,190
3947,C. Doukouré,"CDM, CM",71,71,1600000.0,8000.0,28,2022.0,71,65,75,52,65,68,72,75,78,77,72,73,72,180
13209,K. Uchida,"CB, CDM",63,64,450000.0,1000.0,28,2022.0,60,61,71,34,66,62,56,70,76,67,59,61,57,175
824,W. Endo,"CDM, CM",78,79,13500000.0,29000.0,28,2024.0,78,70,73,26,77,71,71,89,65,78,78,78,74,178
16066,J. Morton,"CM, CDM",59,68,500000.0,5000.0,22,2023.0,55,57,66,41,60,71,57,70,68,55,56,56,54,185
2938,V. Janelt,"CDM, CM",73,80,5500000.0,28000.0,23,2024.0,70,66,75,60,73,64,70,71,74,75,74,72,68,184
9999,D. Pedersen,"CDM, CM",65,65,625000.0,2000.0,28,2022.0,62,62,72,46,64,71,60,80,71,65,65,62,61,185
15947,C. Flores,"CDM, CM",60,69,500000.0,500.0,20,2022.0,60,52,63,33,51,53,55,63,65,55,55,66,65,175
4888,R. Carrascal,"CM, CDM",70,70,1600000.0,650.0,28,2026.0,65,69,71,31,71,70,74,62,68,68,72,70,67,173
15984,H. Khabra,"RB, CDM, CB",59,59,160000.0,500.0,32,2023.0,51,54,79,41,51,56,56,80,78,81,49,53,50,176
13715,T. O'Connor,"CDM, LB",62,71,850000.0,1000.0,22,2023.0,57,58,69,46,64,57,64,78,70,62,56,60,55,180
16169,J. Consbruch,"CM, CDM",59,76,575000.0,2000.0,19,2022.0,51,54,45,39,64,78,47,67,30,50,49,58,59,174
5380,P. Ciss,"CDM, CM",70,73,1800000.0,10000.0,27,2025.0,70,57,83,32,62,58,70,83,81,78,70,71,68,185
1087,R. Koch,"CB, CDM",77,84,19500000.0,56000.0,24,2024.0,78,61,75,29,71,64,56,66,78,73,77,79,76,191
1077,I. Sangaré,"CDM, CM",77,84,20000000.0,15000.0,23,2025.0,77,70,84,62,70,64,74,74,90,76,81,77,76,191
10451,J. Orejuela,"CDM, CM",65,66,700000.0,500.0,28,2022.0,62,60,68,22,59,63,71,54,70,58,64,65,59,179
13141,M. Czyżycki,"CAM, CDM",63,67,700000.0,900.0,23,2022.0,54,58,58,56,64,67,53,53,46,61,58,60,53,175
16334,Ł. Łakomy,CDM,59,69,475000.0,1000.0,20,2023.0,55,52,65,30,55,53,49,63,64,56,57,57,54,181
5386,F. Kunze,"CDM, CM",70,76,2300000.0,11000.0,23,2022.0,73,55,74,32,60,55,46,54,74,71,68,74,72,191
13157,E. Cornelisse,"CB, CDM, CM",63,77,1100000.0,2000.0,19,2024.0,63,52,61,29,62,70,38,80,61,57,64,64,63,178
13161,A. Azhil,"CDM, CM",63,74,1000000.0,6000.0,20,2022.0,59,62,50,38,66,68,55,54,44,60,55,58,63,170
2671,D. Cataldi,"CM, CDM",73,74,3600000.0,40000.0,26,2024.0,68,75,64,65,76,71,80,55,61,74,71,69,68,180
5403,J. Morel,"CDM, CM",70,80,3300000.0,8000.0,23,2023.0,68,62,71,38,72,64,55,57,69,68,69,70,62,184
16412,S. Vereș,"CDM, CM",59,65,325000.0,950.0,25,2023.0,54,54,64,35,60,62,53,59,67,54,66,55,52,182
16411,M. Hubínek,"CDM, CM",59,61,250000.0,1000.0,26,2023.0,55,54,72,31,58,58,54,66,78,59,56,55,58,181
5464,D. Samek,"CM, CDM",70,81,3300000.0,500.0,17,2023.0,54,73,69,61,72,68,63,51,70,61,62,49,43,184
18034,G. Machado,CDM,55,68,300000.0,500.0,20,2021.0,50,47,60,35,53,51,53,60,58,53,51,52,58,175
7364,J. Alcívar,"CDM, CM",68,75,2300000.0,500.0,22,2022.0,66,65,68,52,67,70,71,63,70,59,66,68,64,168
2597,F. Quignon,"CDM, CM",73,73,2700000.0,7000.0,28,2023.0,70,68,78,53,71,71,69,85,72,79,66,71,69,174
10568,S. Farhan,"CDM, CM",65,73,1500000.0,4000.0,24,2023.0,62,52,80,32,62,67,63,72,77,81,66,65,63,170
2611,S. Rodríguez,"CDM, CM",73,73,2700000.0,950.0,28,2024.0,70,71,67,42,72,69,68,57,68,59,77,74,67,179
10523,F. Wagner,"CDM, CM",65,72,1300000.0,1000.0,23,2022.0,64,54,70,55,62,67,61,71,65,67,63,65,63,182
10541,P. Ruiz,"CDM, CM, LB",65,77,1700000.0,2000.0,22,2021.0,65,59,55,38,59,80,62,32,49,59,65,73,68,172
18305,R. Zouhir,"CDM, CM",54,73,250000.0,500.0,17,2021.0,49,51,63,48,59,58,60,55,69,61,46,52,41,178
10256,D. Čanađija,"CDM, CM",65,68,825000.0,1000.0,27,2021.0,63,55,70,46,58,71,55,42,70,71,67,63,66,176
13436,J. Kotzke,"CDM, CB",62,62,275000.0,3000.0,31,2022.0,62,55,72,42,51,64,53,62,75,69,58,66,63,184
10219,N. Mbemba,"CM, CDM, RB",65,68,925000.0,3000.0,26,2023.0,61,63,70,57,64,71,61,79,69,72,61,63,56,182
10212,H. Pereira,"CDM, CM",65,65,240000.0,500.0,34,2021.0,59,64,72,54,66,63,68,68,76,71,66,57,56,180
16184,P. Akono,CDM,59,70,475000.0,1000.0,21,2023.0,59,55,66,30,60,55,76,63,71,61,56,61,56,182
7714,C. McGeehan,"CM, CDM, CAM",67,70,1300000.0,5000.0,26,2023.0,62,63,69,46,68,73,70,64,70,62,63,64,61,180
10187,G. Fochive,"CDM, CM",65,65,600000.0,2000.0,29,2022.0,62,51,79,33,56,59,55,83,83,76,60,65,63,175
850,U. Račić,"CM, CDM",78,85,28000000.0,31000.0,23,2024.0,78,75,81,66,77,62,80,75,87,68,76,81,74,193
7729,D. Furman,"CM, CDM",67,67,1000000.0,3000.0,28,2022.0,62,71,70,46,70,67,69,69,68,85,62,61,63,181
5135,F. Gaibor,"CAM, CM, CDM",70,70,1600000.0,700.0,29,2022.0,59,72,67,58,72,75,74,61,66,57,65,60,57,178
991,G. Escalante,"CDM, CM",77,78,10000000.0,50000.0,28,2024.0,75,72,75,59,77,63,79,74,71,85,78,76,77,182
5142,C. Pickel,"CDM, CM",70,76,2300000.0,5000.0,24,2025.0,65,65,80,49,69,67,65,85,79,72,69,65,62,184
16227,O. Bunjaku,"CM, CDM",59,75,575000.0,700.0,19,2024.0,50,59,60,37,60,70,57,61,58,59,49,52,53,180
5166,R. Yates,"CDM, CM",70,78,3300000.0,20000.0,23,2023.0,67,58,81,50,65,67,61,82,77,84,67,67,66,190
16261,T. Gomulka,"CDM, CM",59,71,500000.0,1000.0,19,2023.0,56,55,66,46,56,63,45,60,67,65,54,57,52,183
13370,S. Ardaya,"CM, CDM",63,67,700000.0,500.0,22,2022.0,60,62,62,55,61,60,61,63,60,61,61,60,58,186
7921,M. Schuster,CDM,67,73,1400000.0,5000.0,25,2023.0,63,59,72,44,64,74,67,72,66,71,63,64,66,179
9068,Z. Yavru,"RB, CDM",66,66,750000.0,4000.0,29,2022.0,64,58,69,54,60,71,70,67,68,64,63,66,62,178
8548,T. Seko,"CDM, CM, RB",67,72,1400000.0,1000.0,23,2022.0,63,67,67,32,71,75,70,65,65,68,65,66,61,175
237,M. de Roon,"CDM, CM",82,82,25500000.0,59000.0,30,2024.0,82,71,83,64,75,61,76,80,77,85,84,84,81,185
15381,N. Al Omran,"CM, CDM",60,67,500000.0,5000.0,23,2023.0,59,61,52,42,62,84,54,45,55,62,60,62,57,174
9095,F. Soyalp,"CM, CDM, CAM",66,68,1100000.0,5000.0,26,2023.0,52,68,61,60,68,70,68,62,61,55,55,53,46,175
4096,S. Tronstad,"CM, CDM",71,74,2500000.0,11000.0,25,2023.0,68,70,72,54,72,74,65,74,69,70,71,71,69,174
3489,M. Schulz,"CDM, CB, CM",72,77,3100000.0,11000.0,26,2022.0,71,65,74,60,68,68,69,69,76,69,67,75,68,186
14661,R. Slater,"CM, CDM",61,71,725000.0,4000.0,21,2022.0,56,61,64,39,64,60,63,53,59,71,58,58,55,173
15350,R. Meraz,"CM, CDM",60,70,550000.0,2000.0,21,2022.0,62,57,65,38,62,32,58,59,67,63,62,62,60,180
8575,M. Kurt,"CDM, CM",67,70,1200000.0,3000.0,25,2023.0,62,59,73,32,66,65,58,64,62,82,62,63,52,181
3990,M. Leitner,"CM, CDM",71,71,1900000.0,13000.0,28,2022.0,59,73,54,71,73,78,70,54,48,64,64,67,54,178
15513,P. Therkildsen,"CM, CDM",60,69,550000.0,700.0,23,2024.0,53,59,68,45,58,58,56,72,74,48,53,62,52,190
331,L. Paredes,"CDM, CM",81,83,28000000.0,81000.0,27,2023.0,76,83,79,71,85,71,88,66,77,89,75,78,80,180
14476,A. Rufer,"CM, CDM",61,64,425000.0,900.0,25,2023.0,53,61,73,39,65,70,66,56,73,74,52,57,55,184
8405,S. Dewaele,"CDM, CM, LB",67,73,1500000.0,4000.0,22,2022.0,63,68,60,45,71,70,53,63,58,58,65,66,64,180
9305,D. Batty,"CM, CDM",66,73,1700000.0,3000.0,23,2023.0,64,62,68,50,66,77,61,76,64,67,62,68,63,178
8386,Sergio Gónzalez,"CDM, CB",67,74,1900000.0,3000.0,24,2024.0,66,56,70,36,53,56,56,72,68,68,64,69,67,184
4131,L. Desábato,"CDM, CM",71,71,1300000.0,10000.0,31,2022.0,68,67,78,54,73,70,59,88,79,73,72,70,67,178
273,D. Rice,"CDM, CM",82,87,43000000.0,69000.0,22,2024.0,81,71,79,40,80,53,70,74,76,82,83,83,80,185
14604,A. Perry,"CDM, CM",61,70,675000.0,2000.0,23,2023.0,58,53,66,38,57,64,53,54,64,63,58,60,56,176
3683,L. Fomba,"CDM, CM",72,78,3400000.0,5000.0,23,2023.0,72,63,77,44,64,79,67,77,77,71,73,73,70,188
8825,T. Antonis,"CM, CAM, CDM",66,67,975000.0,3000.0,27,2024.0,58,67,64,57,68,73,70,69,66,56,60,62,51,180
8854,A. Woodyard,"CM, CDM",66,66,850000.0,3000.0,28,2022.0,66,64,75,45,67,81,60,79,70,74,67,66,64,175
14856,L. Shaw,"CDM, CM, CB",61,75,750000.0,6000.0,20,2025.0,54,56,61,37,65,54,57,59,58,68,51,58,60,188
15236,B. Comley,"CDM, CM",60,62,275000.0,2000.0,25,2022.0,59,58,65,44,57,68,57,71,66,61,59,60,59,180
14882,O. Daedlow,"CDM, CM",61,71,700000.0,1000.0,21,2022.0,57,54,68,38,58,65,54,82,64,62,57,58,57,180
15241,Ye Chongqiu,"CDM, CM",60,60,220000.0,2000.0,28,2021.0,57,57,63,55,65,57,69,62,65,69,50,65,60,182
3642,R. Canouse,"CDM, RM, CM",72,75,2800000.0,6000.0,26,2023.0,69,61,81,49,71,68,59,72,81,77,65,70,69,178
3668,M. D'Arpino,"CDM, CM",72,77,3100000.0,9000.0,25,2024.0,67,71,71,59,69,83,68,55,64,76,72,70,71,176
102,J. Henderson,"CDM, CM",84,84,29500000.0,140000.0,31,2025.0,78,83,81,71,87,69,77,78,78,83,81,81,76,182
8689,M. Mancienne,"CDM, CB",66,66,425000.0,2000.0,33,2022.0,66,55,75,40,62,65,65,80,80,70,65,64,64,186
103,Fernando,"CDM, CM",84,84,21000000.0,43000.0,33,2022.0,83,75,82,56,79,70,76,76,81,85,85,85,83,183
3884,J. Hogg,"CDM, CM",71,71,1200000.0,7000.0,32,2023.0,69,60,79,47,63,64,64,82,72,84,69,73,67,176
3057,Gustavo Assunção,"CDM, CM",73,85,7000000.0,6000.0,21,2022.0,69,64,71,56,69,76,70,70,64,71,69,71,70,178
4652,J. Allen,"CM, CDM",70,70,1300000.0,16000.0,31,2022.0,70,69,68,54,71,82,67,81,60,74,72,71,70,168
559,Sergi Darder,"CM, CDM",79,80,20000000.0,24000.0,27,2023.0,71,78,71,75,81,74,83,60,68,75,71,72,72,180
4689,Cristóbal,"CDM, CM, CAM",70,70,325000.0,3000.0,37,2022.0,68,68,70,59,67,72,81,64,70,69,71,72,64,181
3037,I. Baba,"CDM, CM",73,79,4300000.0,18000.0,25,2024.0,73,61,78,42,66,43,56,59,78,80,75,79,75,185
15814,B. Traoré,"CB, CDM",60,77,575000.0,500.0,17,2024.0,60,39,68,26,45,49,37,73,76,56,63,61,58,190
15738,C. Cruz,"CM, CDM",60,72,575000.0,500.0,19,2025.0,54,54,51,34,58,67,65,51,40,55,60,56,52,170
497,S. McTominay,"CDM, CM",80,84,27500000.0,90000.0,24,2025.0,78,75,84,62,78,66,85,73,84,88,76,81,74,193
4569,J. Cifuentes,"CDM, CM",71,78,3600000.0,5000.0,22,2022.0,67,64,74,38,69,68,73,73,75,77,63,72,68,173
3011,A. Sambi Lokonga,"CM, CDM",73,82,7000000.0,40000.0,21,2026.0,67,72,69,58,73,78,68,71,63,70,76,71,68,183
13876,K. Kaïboué,"LB, CDM",62,69,775000.0,950.0,22,2024.0,59,59,55,48,59,65,61,63,44,67,58,58,60,182
9856,Marco Soares,"CDM, CM",65,65,140000.0,1000.0,37,2022.0,61,60,73,52,65,52,75,80,83,89,63,66,61,182
4758,T. Ciğerci,"CM, CDM, LM",70,70,1600000.0,20000.0,29,2022.0,69,69,79,59,72,66,76,74,77,72,71,72,66,185
4389,T. Alarcón,"CDM, CB, CM",71,80,4000000.0,14000.0,22,2025.0,69,59,75,30,67,71,57,74,75,78,74,73,66,174
14303,S. Aigner,CDM,62,73,825000.0,2000.0,20,2024.0,57,55,64,33,54,68,51,58,61,64,64,59,57,180
4399,Luis Muñoz,"CM, CDM, CB",71,78,3700000.0,6000.0,24,2022.0,69,63,73,50,71,54,78,63,76,66,69,74,73,182
9527,E. Vega,"CDM, CM",66,66,600000.0,500.0,31,2021.0,64,63,68,30,62,61,66,69,66,66,65,63,61,168
4285,Alex das Freitas,"CDM, CM",71,71,2000000.0,7000.0,21,2024.0,72,59,70,50,75,67,60,78,68,69,76,72,75,172
9379,M. Seegert,"CB, CDM",66,69,975000.0,1000.0,27,2022.0,65,52,72,27,63,62,50,86,77,62,63,65,66,186
8353,O. Andrievskyi,"CDM, CM",67,69,1100000.0,500.0,27,2025.0,64,62,59,37,73,50,69,60,52,63,65,66,68,180
9444,B. Lucassen,"CDM, CM, RB",66,75,1800000.0,2000.0,23,2022.0,67,55,63,40,60,59,61,62,58,73,70,72,65,173
14318,Y. Engelhardt,"CDM, CM",62,74,900000.0,2000.0,20,2022.0,58,57,65,37,60,62,57,67,63,58,59,61,56,184
9460,C. Sickinger,"CDM, CB",66,73,1600000.0,2000.0,23,2024.0,64,59,70,36,66,66,56,83,68,69,66,64,63,183
15591,A. Winbo,"CM, CDM",60,67,500000.0,600.0,23,2023.0,53,63,59,42,64,61,55,59,57,57,56,54,48,175
9666,R. Villagra,CDM,66,80,1900000.0,3000.0,20,2025.0,61,62,70,45,63,62,68,63,68,73,58,65,61,178
9682,N. Molina,CDM,66,67,825000.0,500.0,28,2023.0,64,56,66,31,61,62,39,60,67,58,66,66,59,177
9691,E. Martel,CDM,66,84,2100000.0,8000.0,19,2022.0,66,58,71,35,61,67,62,73,70,72,63,70,66,187
14079,J. Mamani,"CDM, CM",62,72,825000.0,500.0,20,2021.0,63,56,47,38,60,60,53,60,40,60,63,68,65,170
18741,D. Hrezdac,CDM,52,64,180000.0,800.0,19,2023.0,52,41,57,33,41,73,47,64,63,29,48,57,55,182
4490,Óscar Valentín,"CDM, CM",71,74,2200000.0,12000.0,26,2023.0,69,61,72,35,65,63,68,72,67,72,72,72,71,177
458,C. Tolisso,"CM, CDM",80,81,24500000.0,78000.0,26,2022.0,76,77,78,60,84,75,85,83,76,83,76,77,72,181
17084,Iker Pozo,CDM,57,72,375000.0,10000.0,20,2022.0,51,56,55,36,61,63,55,55,54,55,52,54,53,178
6662,M. Delgado,"CDM, CM, RM",68,68,1200000.0,3000.0,26,2023.0,65,61,71,46,67,78,66,67,63,72,66,65,63,175
1240,O. Yokuşlu,"CDM, CM",76,79,8500000.0,21000.0,27,2023.0,74,71,83,70,72,61,79,69,83,81,76,75,70,191
11317,D. Kort,"CM, CDM, CAM",64,66,725000.0,1000.0,26,2022.0,50,63,53,47,65,71,68,74,39,59,52,50,45,176
12610,Xu Xin,"CDM, CM",63,65,525000.0,4000.0,27,2021.0,59,56,72,38,67,74,64,74,75,66,59,55,62,179
12110,Isma Ruiz,CDM,64,78,1300000.0,3000.0,20,2023.0,60,60,56,36,65,62,59,61,52,67,61,64,64,184
11546,E. Takeda,"LB, CB, CDM",64,64,400000.0,1000.0,32,2022.0,61,63,65,32,62,70,58,65,66,68,61,62,63,173
16932,S. Mischitz,"RB, CDM, CM",58,72,450000.0,500.0,17,2025.0,53,48,48,25,32,68,27,63,41,48,54,55,52,175
1243,S. Meïté,"CM, CDM",76,77,8500000.0,14000.0,27,2026.0,71,73,79,55,76,66,74,71,80,77,71,76,71,187
11572,J. Ruiz,"CB, CDM",64,75,1200000.0,5000.0,23,2023.0,64,58,69,38,58,60,58,72,73,61,66,65,63,188
1688,É. Balanta,"CDM, CM, CB",75,76,5500000.0,22000.0,28,2024.0,75,61,82,35,70,62,65,72,84,80,74,74,72,181
1218,V. Darida,"CM, CAM, CDM",76,76,7000000.0,40000.0,30,2023.0,70,74,63,65,75,77,75,76,48,56,69,74,65,172
1946,Moncayola,"CDM, CM",75,85,12000000.0,20000.0,23,2031.0,71,72,69,50,77,68,65,54,66,73,74,76,75,189
1945,Unai Vencedor,"CM, CDM",75,83,12500000.0,18000.0,20,2025.0,73,72,74,50,76,75,74,65,74,68,75,79,70,176
12030,G. Barès,"CM, CDM",64,76,1400000.0,3000.0,20,2023.0,56,65,67,32,67,63,55,60,69,54,62,55,54,187
12819,E. Zehir,CDM,63,68,675000.0,3000.0,23,2026.0,63,55,65,37,59,62,52,70,67,69,58,67,63,183
11302,J. Houghton,"CDM, CM",64,69,775000.0,3000.0,25,2022.0,59,61,69,49,66,58,50,76,70,63,60,61,58,183
17768,M. Robberechts,"CM, CDM, CAM",56,74,350000.0,500.0,17,2024.0,45,57,50,38,60,66,58,59,47,48,44,53,51,177
1234,Roque Mesa,"CM, CDM",76,76,6000000.0,12000.0,32,2023.0,68,76,79,37,79,75,66,71,80,82,71,75,74,171
16525,Li Tixiang,"CM, CB, CDM",58,58,170000.0,3000.0,31,2022.0,58,53,69,31,63,63,73,69,71,66,61,60,57,183
6005,J. Ríos,"CDM, CM",69,69,1200000.0,1000.0,29,2024.0,68,61,75,36,65,68,64,67,75,76,64,72,68,173
11995,T. Akumu Agay,"CDM, CB",64,65,575000.0,500.0,28,2023.0,63,49,73,26,56,61,61,65,73,71,63,65,63,184
11347,Y. Kaabouni,"CDM, CM",64,69,775000.0,2000.0,26,2023.0,57,63,70,53,61,78,55,55,66,66,60,59,57,179
7174,N. Linares,CDM,68,72,1500000.0,6000.0,25,2022.0,67,64,64,54,65,59,59,60,63,64,67,69,66,175
6794,O. Custodio,"CDM, CM",68,73,1600000.0,5000.0,26,2022.0,63,70,70,57,70,60,62,67,69,60,66,62,63,179
6160,S. Diarra,"CM, CDM, RM",69,72,1800000.0,5000.0,26,2023.0,65,65,72,40,69,77,60,84,64,74,67,66,65,173
5703,B. Behrendt,"CB, CDM",69,69,1200000.0,4000.0,29,2024.0,68,56,74,34,71,59,84,81,78,74,69,69,71,187
10983,D. Hoyos,"CM, CDM",65,65,725000.0,500.0,28,2022.0,61,63,60,48,61,65,59,66,61,44,61,68,61,180
17890,J. Malone,"CDM, RM",55,67,300000.0,500.0,21,2022.0,50,53,56,43,54,69,52,60,52,55,52,52,49,172
6812,J. Mauri,"CM, CDM",68,73,1800000.0,4000.0,25,2022.0,63,69,52,63,69,89,63,73,33,73,67,65,63,169
5718,J. Pelupessy,"CDM, CM",69,70,1300000.0,7000.0,28,2022.0,67,62,71,32,58,72,53,71,66,77,70,68,65,172
12223,S. Mannsverk,CDM,64,82,1400000.0,850.0,19,2025.0,60,62,64,45,65,69,58,57,64,60,61,62,58,185
2314,I. Doumbia,"CM, CDM",74,80,6500000.0,11000.0,23,2022.0,72,70,82,35,74,65,64,70,87,80,77,74,67,187
12210,Henrique Jocú,CDM,64,74,1200000.0,1000.0,19,2024.0,63,57,63,35,67,62,54,70,59,68,61,67,66,177
5689,S. Walsh,"RB, CDM, CB",69,71,1600000.0,7000.0,26,2025.0,68,62,71,32,62,67,44,70,67,72,71,66,64,180
16943,J. Rufidis,CDM,58,64,300000.0,500.0,20,2022.0,56,52,65,30,55,63,53,58,65,58,53,60,57,180
6188,F. Vera,"CM, CDM",69,83,3400000.0,5000.0,21,2023.0,62,69,64,53,73,70,66,51,62,60,58,63,61,179
17895,J. Austerfield,"CM, CDM",55,75,350000.0,950.0,19,2024.0,45,53,51,36,58,59,42,50,45,51,43,48,45,179
7145,M. Thalhammer,CDM,68,75,2300000.0,6000.0,23,2022.0,64,59,74,38,66,56,62,53,78,68,66,69,60,190
2007,J. Hernández,"CDM, CM",74,74,2800000.0,15000.0,32,2022.0,70,70,77,71,71,67,74,81,72,80,73,72,69,171
2082,B. Zuculini,"CDM, CM",74,75,4100000.0,15000.0,28,2022.0,70,67,80,61,71,69,76,74,79,87,71,72,70,182
17492,Wang Xianjun,CDM,56,69,325000.0,2000.0,21,2024.0,52,48,60,34,40,74,49,59,59,77,58,56,47,185
1310,A. Ademi,"CDM, CM",76,76,6500000.0,900.0,30,2023.0,75,65,83,40,72,51,69,64,85,80,75,76,68,185
16579,T. Möller,"CDM, CB, LB",58,65,400000.0,800.0,22,2022.0,60,51,60,36,39,64,53,61,66,39,59,62,57,180
5598,S. Morsy,"CDM, CM",69,69,1200000.0,7000.0,29,2024.0,63,62,77,52,67,78,65,78,75,82,68,64,58,173
11843,A. McCalmont,"CM, CDM",64,76,1400000.0,11000.0,21,2022.0,56,60,62,44,64,81,56,58,58,58,62,57,55,175
1184,S. Rudy,"CM, CDM, RB",76,76,6000000.0,32000.0,31,2023.0,73,77,66,64,78,74,69,65,64,57,79,72,69,180
11991,L. Torres,"CM, CDM",64,71,1200000.0,3000.0,24,2023.0,56,62,65,47,67,62,63,62,60,69,53,60,57,178
1891,J. Foyth,"CB, RB, CDM",75,83,11500000.0,22000.0,23,2026.0,76,67,73,43,66,70,56,74,74,73,74,78,75,187
17327,N. Hernandez,"CM, CDM, CAM",57,68,375000.0,1000.0,22,2022.0,43,55,54,44,52,66,61,60,59,47,42,40,52,180
6559,M. Kieftenbeld,"CDM, CM",68,68,850000.0,6000.0,31,2022.0,68,63,73,74,64,66,80,82,70,80,68,71,70,179
5554,K. Smith,"CM, CDM",69,69,1300000.0,14000.0,30,2022.0,68,67,73,44,70,70,58,59,71,73,69,72,66,175
11860,E. Papa,"CDM, CM",64,64,525000.0,3000.0,28,2022.0,59,61,69,62,63,71,62,68,71,61,61,62,58,178
17713,G. Kennedy,"CM, CDM",56,70,325000.0,950.0,18,2022.0,50,52,63,31,57,59,45,64,61,62,49,53,49,188
1831,Danisco Fachini,CDM,75,75,2800000.0,30000.0,33,2024.0,74,67,70,12,76,63,76,76,64,71,84,74,72,169
12476,M. de Iriondo,"CDM, CM",63,64,475000.0,2000.0,28,2023.0,61,56,74,49,57,73,74,71,76,64,60,62,62,179
6963,J. Ryerson,"RB, RWB, CDM",68,73,1700000.0,9000.0,23,2023.0,65,61,74,52,61,73,65,82,70,80,63,66,71,183
1813,B. Heynen,"CM, CDM",75,80,8500000.0,14000.0,24,2026.0,72,74,72,62,76,69,73,64,67,73,73,71,64,183
1810,W. Anton,"CB, CDM",75,78,7000000.0,20000.0,24,2024.0,76,57,79,38,67,62,58,74,82,76,73,78,74,189
12465,O. Threlkeld,"RB, CM, CDM",63,63,475000.0,4000.0,27,2023.0,60,57,71,41,59,69,56,78,73,63,57,63,60,182
11756,G. Gbellé,"CDM, CM, RB",64,64,525000.0,1000.0,28,2022.0,60,58,67,39,63,53,55,75,64,59,63,56,52,179
1433,Stephen Eustáquio,"CDM, CM",76,82,11000000.0,9000.0,24,2024.0,72,75,72,55,75,71,69,76,69,68,75,76,73,178
10702,J. Björkengren,"CDM, CM",65,74,1500000.0,1000.0,22,2023.0,60,57,67,46,58,66,53,60,65,66,61,63,58,182
1402,D. Samassékou,"CDM, CM",76,79,9000000.0,28000.0,25,2024.0,76,65,74,37,70,79,60,75,68,80,86,75,73,175
11954,R. Calderón,"CM, CDM",64,64,575000.0,500.0,28,2022.0,57,63,66,22,68,59,45,48,64,71,64,56,52,178
11265,M. Abusabaan,"CDM, CM",64,64,400000.0,5000.0,31,2022.0,59,62,73,64,63,70,64,70,71,80,61,61,60,180
10802,S. Dikmen,CDM,65,66,725000.0,4000.0,27,2023.0,64,57,64,39,67,67,53,64,60,65,67,63,65,179
1739,S. Sydorchuk,"CDM, CM",75,75,4700000.0,900.0,30,2023.0,72,67,72,69,73,57,78,59,73,64,79,75,67,189
11644,R. Preißinger,"CDM, CM, CAM",64,69,800000.0,4000.0,24,2022.0,60,58,75,41,61,65,63,68,73,65,65,61,56,185
11664,A. Papadopoulos,"CDM, CM, CB",64,72,1200000.0,850.0,21,2023.0,63,47,79,29,44,64,33,90,82,77,64,66,63,185
11130,A. Borysiuk,CDM,64,64,500000.0,700.0,29,2022.0,58,61,71,57,60,72,68,87,70,72,62,63,61,180
11660,S. Jakubiak,CDM,64,64,525000.0,1000.0,28,2022.0,62,60,61,53,65,79,64,63,62,55,63,62,61,175
14032,K. Okuno,"CDM, CM, RB",62,70,850000.0,2000.0,21,2022.0,60,59,59,38,62,76,53,72,51,64,61,64,60,174
11377,L. Reed,"CDM, CM",64,69,800000.0,3000.0,23,2023.0,59,61,67,40,66,75,72,68,62,72,58,62,57,173
9725,O. Doumbia,CDM,66,66,725000.0,5000.0,29,2022.0,62,59,77,30,63,66,56,84,75,75,66,65,62,175
3015,H. Morita,"CDM, CM",73,76,3600000.0,6000.0,26,2024.0,69,71,70,25,72,69,67,59,71,70,68,76,68,177
8121,L. Maciel,"CM, CDM",67,72,1500000.0,4000.0,25,2023.0,61,62,79,44,68,69,73,74,80,74,65,62,60,178
4739,I. Cofie,"CDM, CM",70,70,1400000.0,10000.0,29,2023.0,70,63,74,58,59,69,68,81,72,75,70,72,70,184
17559,E. Bonds,"CDM, CM",56,69,325000.0,1000.0,21,2023.0,54,54,62,39,58,55,52,59,65,58,48,57,55,188
13998,L. Clarkson,"CM, CAM, CDM",62,78,1000000.0,8000.0,19,2022.0,55,63,52,48,65,71,53,57,48,51,54,58,56,175
11394,T. Pierrot,"CDM, CM, CB",64,65,600000.0,4000.0,27,2022.0,63,58,65,44,64,59,63,75,67,66,63,63,64,186
11398,G. Maris,"CDM, CM",64,70,825000.0,4000.0,25,2022.0,60,60,66,48,64,68,55,60,65,47,62,61,59,180
11401,J. Jones,"CM, CDM",64,68,800000.0,500.0,25,2024.0,53,62,65,41,65,75,57,56,66,45,54,58,49,175
9493,A. El Bouchataoui,"CM, CDM",66,76,1900000.0,2000.0,21,2022.0,55,67,63,54,70,75,57,69,63,58,59,57,52,178
12372,Víctor Mongil,"CB, RB, CDM",63,63,425000.0,500.0,28,2022.0,61,54,70,41,59,58,57,75,73,66,62,61,64,180
9748,D. Dioses,"CM, CDM",66,67,1000000.0,500.0,25,2021.0,65,64,68,55,63,59,65,58,72,55,70,65,58,174
4394,Jean,"CDM, CM",71,75,2300000.0,7000.0,26,2023.0,73,58,74,48,64,59,62,67,74,76,73,77,79,183
3137,W. Gargano,"CDM, CM, RM",72,72,450000.0,600.0,36,2021.0,69,63,71,48,69,75,70,81,65,80,72,76,78,168
