,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,attacking_crossing,attacking_volleys,attacking_short_passing,attacking_finishing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,movement_acceleration,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
6993,Joni Montiel,"CAM, CM",68,77,2700000.0,7000.0,22,2022.0,63,66,71,58,48,70,63,69,71,73,67,70,63,77,58,64,62,47,173
7996,Z. Machach,"CAM, CM, ST",67,71,1400000.0,17000.0,25,2022.0,70,69,70,72,63,69,60,69,70,71,66,58,61,74,73,61,68,57,185
8137,Matheus Rossetto,"CAM, CM",67,72,1500000.0,3000.0,25,2021.0,62,65,71,54,50,74,57,71,74,70,56,53,60,68,68,54,69,60,180
10992,A. Schjelderup,"CAM, LW, ST",65,84,1800000.0,500.0,17,2023.0,66,60,68,52,54,64,60,56,65,66,60,59,63,74,59,63,64,61,172
8729,N. McGinn,"LM, CAM, ST",66,66,525000.0,3000.0,33,2022.0,65,64,68,66,64,63,64,59,65,67,67,66,62,69,68,64,66,64,178
11043,M. Peart-Harris,"CAM, CM",65,80,1700000.0,4000.0,18,2025.0,72,64,64,63,47,63,68,60,64,65,54,60,54,74,60,60,67,62,187
11886,O. Horșia,"RM, CAM, LM",64,70,900000.0,3000.0,20,2022.0,66,60,65,56,47,60,60,59,63,63,59,62,61,73,70,62,55,52,172
5525,C. Chávez,"CAM, LM",69,69,575000.0,500.0,35,2021.0,68,67,72,56,59,70,65,72,72,70,71,72,70,67,69,64,64,59,169
9801,N. Makhubela,"RW, LW, CAM",66,66,900000.0,500.0,27,2023.0,63,56,67,55,73,53,82,49,70,62,68,53,58,73,67,61,57,73,166
8012,F. Valenčič,"CAM, RW, ST",67,67,1000000.0,500.0,29,2021.0,65,62,67,58,63,65,70,59,70,66,58,62,65,71,63,68,64,61,183
14460,F. Al Johani,"ST, RM, CAM",61,61,325000.0,4000.0,29,2023.0,53,53,61,60,54,55,63,44,61,58,47,53,57,74,63,59,59,64,176
4263,Francisco Geraldes,CAM,71,74,2400000.0,6000.0,26,2023.0,73,71,75,68,65,72,58,69,76,75,72,70,67,74,65,67,71,60,175
8345,D. Kopacz,"CAM, LM, RM",67,74,2100000.0,3000.0,22,2023.0,67,65,71,63,64,69,54,61,71,70,63,46,62,78,84,60,63,52,181
10081,Y. Ono,"CAM, CM, LM",65,65,725000.0,4000.0,28,2022.0,65,63,67,57,60,66,55,62,66,66,61,57,62,74,57,64,67,61,170
12993,F. Azaz,"CM, CAM",63,74,1000000.0,9000.0,20,2022.0,64,63,66,58,56,65,55,65,64,65,62,55,57,70,70,60,68,53,185
8341,A. De Bruyn,"CAM, CM, CF",67,68,1200000.0,8000.0,27,2023.0,57,62,73,56,59,66,69,64,76,71,62,64,60,79,59,62,59,62,177
13627,M. Hober,"CAM, CM",62,65,525000.0,950.0,25,2023.0,60,60,70,58,49,63,47,56,68,64,61,57,62,76,82,55,66,52,172
13867,A. Bakir,"CAM, RM, CF",62,76,950000.0,1000.0,20,2024.0,59,60,69,62,57,65,55,56,69,66,58,44,59,75,70,54,60,49,179
5451,Rodri,"LM, CAM, CM",70,82,3900000.0,9000.0,21,2022.0,68,65,72,62,38,72,65,66,73,72,34,40,68,77,54,65,50,43,168
7796,Dani Quintana,"CAM, RM, LM",67,67,475000.0,4000.0,34,2022.0,71,68,70,68,36,67,67,66,70,71,69,62,52,74,53,57,59,43,173
4164,L. Manyama,"CAM, LM, RM",71,71,1800000.0,650.0,30,2022.0,72,65,69,61,71,68,75,66,70,72,21,69,70,75,69,75,67,75,181
11031,J. Nišić,"CAM, CM",65,71,1100000.0,1000.0,23,2022.0,65,64,67,53,47,72,52,65,66,65,55,48,65,70,64,62,62,48,177
3092,A. Sâyoud,"CAM, CF, RM",73,73,2900000.0,18000.0,30,2023.0,73,74,74,74,63,76,70,70,77,75,68,74,65,74,66,66,62,64,171
12728,É. Youan,"ST, CAM",63,71,1100000.0,2000.0,22,2024.0,55,49,64,38,59,58,64,36,62,62,57,38,58,74,53,62,54,58,183
18011,J. Adeyemo,"RW, LW, CAM",55,65,275000.0,500.0,20,2021.0,52,48,56,49,44,48,54,46,54,51,42,43,51,71,67,50,49,46,175
5734,C. Nielsen,"CM, CAM, CDM",69,70,1600000.0,8000.0,27,2024.0,69,70,70,66,62,72,63,71,69,71,66,71,66,74,80,67,71,55,182
15763,Q. Sullivan,"CAM, CM",60,74,550000.0,500.0,17,2022.0,60,60,63,58,54,64,59,62,65,59,57,39,51,73,40,49,59,45,180
5634,D. Fagundez,"CAM, CM, LM",69,72,1800000.0,4000.0,26,2021.0,66,68,74,71,61,69,62,63,75,70,70,67,68,75,69,64,68,52,173
1262,P. Mantalos,"CAM, LM",76,76,7500000.0,1000.0,29,2024.0,78,75,78,73,67,76,69,76,78,79,68,71,72,74,70,75,77,62,176
12827,J. Ponceau,"CAM, CM",63,74,1100000.0,3000.0,20,2022.0,62,60,67,52,51,66,56,56,66,65,58,54,60,74,68,62,65,56,170
3030,Y. Benrahou,"RM, CAM",73,79,4900000.0,6000.0,22,2023.0,75,72,78,69,59,73,64,67,78,77,75,72,69,73,62,69,70,62,170
8417,R. Vaca,"LW, LM, CAM",67,76,2300000.0,5000.0,22,2024.0,48,63,69,70,70,67,64,60,75,66,65,64,53,74,80,72,51,67,176
15777,B. Ouattara,CAM,60,77,625000.0,2000.0,18,2022.0,56,55,65,55,53,58,58,53,64,66,52,42,48,75,65,53,55,55,170
12767,S. Klaas,"CAM, CM, RM",63,69,750000.0,1000.0,23,2022.0,68,63,71,59,31,67,44,57,70,70,55,55,59,79,58,48,55,38,178
17967,J. Ngounou Djayo,"CF, CAM",55,68,300000.0,550.0,20,2022.0,46,42,56,32,42,51,58,35,53,59,38,29,55,73,64,50,48,58,185
1197,F. Đuričić,"CAM, LW",76,76,7500000.0,32000.0,29,2022.0,77,75,78,65,69,79,67,76,79,78,76,69,75,74,55,70,71,69,181
17954,K. Evans,"CAM, CM",55,73,325000.0,3000.0,19,2023.0,53,52,56,46,41,57,51,50,50,54,47,38,50,75,54,48,54,43,170
12775,B. Taz,"CAM, LW, CF",63,72,1100000.0,1000.0,22,2022.0,58,57,71,56,44,59,62,52,70,69,65,57,57,77,65,52,56,48,175
2310,Evander,"CM, CAM",74,81,8500000.0,21000.0,23,2024.0,78,75,78,70,55,76,66,72,78,76,77,74,71,76,80,68,72,72,179
7052,G. Crociata,"CAM, CM, CF",68,75,2400000.0,15000.0,23,2024.0,68,66,72,65,62,68,50,62,72,72,67,63,68,74,62,67,59,60,174
1838,Elildo Petri,"RM, CAM",75,75,6000000.0,32000.0,25,2024.0,66,75,77,71,67,83,65,76,80,76,74,69,73,73,61,71,68,68,172
2747,A. Hjulsager,"CAM, CM, LW",73,75,3800000.0,18000.0,26,2025.0,76,72,74,70,59,74,69,69,74,74,67,69,70,75,81,71,75,54,175
10903,S. Simón,"RM, CAM",65,79,1700000.0,2000.0,19,2022.0,61,62,66,60,49,66,55,62,64,65,60,46,61,76,62,60,68,56,181
7904,J. Cardona,"LM, CAM",67,68,1200000.0,6000.0,26,2021.0,68,62,72,60,32,62,62,51,74,69,66,74,62,77,58,62,63,55,170
2806,J. Barrera,"RM, CAM, RW",73,74,3600000.0,2000.0,25,2022.0,75,74,75,69,40,77,69,73,76,72,69,73,67,70,70,69,67,70,171
14141,M. Canadi,"LM, RM, CAM",62,68,625000.0,2000.0,23,2022.0,60,61,61,57,53,65,52,61,60,63,55,57,57,67,68,54,53,56,184
6981,H. Al Omari,"LM, CAM, RM",68,68,1300000.0,10000.0,27,2024.0,68,66,68,68,53,66,65,64,69,67,63,50,63,74,61,65,63,73,167
11164,A. Wildig,"CM, CAM",64,64,575000.0,2000.0,29,2022.0,65,62,66,58,57,66,59,64,64,63,54,45,63,72,82,61,63,49,175
1942,M. Ihattaren,"CAM, RM, CM",75,85,12000000.0,33000.0,19,2022.0,80,75,81,77,69,72,68,72,83,85,74,71,69,74,63,66,72,68,183
5206,Bruno Xadas,"CAM, RW",70,75,2400000.0,6000.0,23,2024.0,69,70,74,71,71,71,62,66,75,73,78,65,68,75,54,66,69,69,179
16262,R. Colwill,"CAM, RW, LW",59,75,575000.0,3000.0,19,2023.0,56,53,59,39,47,61,52,53,61,58,50,51,55,74,63,55,56,45,189
13970,K. Dlamini,"LW, RW, CAM",62,65,525000.0,500.0,25,2023.0,60,57,63,65,51,61,58,38,66,61,51,52,46,75,60,62,61,62,173
10955,M. Samoise,"RM, CAM",65,79,1700000.0,3000.0,19,2023.0,55,60,66,59,34,66,67,62,65,68,55,48,59,76,60,58,62,47,180
2714,C. Cueva,"CAM, LW, CM",73,73,3000000.0,25000.0,29,2023.0,70,72,76,70,53,74,68,69,76,76,73,75,72,80,54,74,60,71,168
8205,P. Pomykal,"CAM, CM, RM",67,80,2500000.0,2000.0,21,2023.0,70,68,69,59,56,71,53,70,67,66,63,65,65,76,80,63,69,60,170
9988,T. Weilandt,"LM, RM, CAM",65,65,700000.0,7000.0,29,2022.0,61,60,67,60,56,64,64,50,67,65,64,59,60,76,76,60,62,52,186
2189,L. Boyé,"ST, LW, CAM",74,79,6500000.0,19000.0,25,2026.0,67,61,77,60,65,63,74,57,81,78,65,36,71,72,68,73,67,66,183
17501,B. Kirdar,"CAM, CM, LM",56,71,350000.0,950.0,19,2023.0,60,55,56,43,41,62,48,58,55,52,45,35,47,72,33,57,48,42,176
6835,Zhang Xizhe,"CM, CAM, LM",68,68,1200000.0,8000.0,30,2024.0,72,68,71,62,57,70,62,67,67,74,70,72,71,73,69,69,72,72,180
14270,S. Guerrero,"CAM, ST",62,74,950000.0,500.0,20,2021.0,58,54,63,35,55,64,64,59,62,61,46,39,62,74,68,59,59,63,175
10839,N. Cabanillas,"RW, CAM, LB",65,72,1400000.0,500.0,20,2021.0,63,64,68,61,62,66,59,65,68,65,65,62,66,70,68,61,70,65,170
14326,L. Meyer,CAM,62,62,400000.0,550.0,29,2022.0,63,60,65,61,57,59,60,56,64,61,58,64,56,71,64,58,58,51,185
1553,A. Ljajić,"CAM, CM, LM",75,75,5500000.0,40000.0,29,2022.0,78,78,77,80,74,77,67,76,77,79,80,85,68,74,63,70,74,75,182
11008,A. Al Badaoui,"CAM, RM, LM",65,69,1000000.0,3000.0,25,2024.0,68,62,66,60,59,64,61,61,68,63,57,44,59,71,65,64,62,49,179
4383,F. Kadioglu,"LM, CAM, RM",71,81,4200000.0,20000.0,21,2022.0,76,70,74,70,60,70,60,62,75,75,72,64,62,72,66,63,60,52,174
1596,M. Uth,"CAM, CF, ST",75,75,5500000.0,27000.0,29,2023.0,73,72,76,69,74,72,75,70,76,77,80,76,77,76,75,74,71,67,185
17526,M. Yasir,"RM, CAM, LM",56,65,325000.0,500.0,23,2023.0,50,49,59,45,35,55,45,49,58,53,39,37,48,72,66,49,42,25,170
11340,G. Pereira,"CAM, RM",64,65,675000.0,3000.0,27,2023.0,61,63,65,56,49,70,57,62,64,66,60,55,58,72,57,60,62,43,178
13188,Nico Serrano,"LW, CAM, RW",63,81,1200000.0,2000.0,18,2024.0,53,54,70,54,38,60,61,45,70,71,54,39,54,77,50,53,58,56,178
16862,M. Mitsuta,"RW, CAM",58,67,450000.0,2000.0,21,2025.0,51,52,62,55,49,56,55,45,62,60,47,48,38,75,40,52,50,55,170
2560,Anselmo,"CM, CDM, CAM",73,73,2400000.0,30000.0,32,2024.0,69,68,73,58,54,74,67,73,74,76,61,46,73,69,85,69,69,62,183
16138,Yan Dinghao,"CM, CAM, CDM",59,65,350000.0,3000.0,23,2023.0,58,56,61,52,52,58,64,55,57,61,46,53,56,74,68,64,60,44,180
14183,S. Shopov,"CAM, LW, RW",62,77,950000.0,1000.0,19,2022.0,66,65,64,68,51,63,44,66,66,61,63,56,55,75,40,59,55,48,179
13924,F. Nmecha,"CAM, CM",62,78,1000000.0,7000.0,20,2024.0,66,61,63,56,53,64,49,59,63,61,60,48,57,70,63,57,65,55,185
9526,J. Gelhardt,"ST, CAM",66,82,2200000.0,13000.0,19,2024.0,57,57,69,46,58,66,68,57,69,69,53,43,63,74,63,64,63,63,175
9475,T. Richards,"CAM, CM",66,78,2100000.0,11000.0,20,2024.0,66,63,68,57,56,66,61,64,68,66,55,52,61,72,73,63,68,64,180
9484,S. Pittman,"CAM, CM",66,66,850000.0,3000.0,28,2023.0,64,62,67,51,53,65,67,64,66,68,64,60,65,72,91,65,62,66,176
10028,M. Paulissen,"CAM, CM",65,65,725000.0,2000.0,28,2023.0,67,66,64,65,60,66,60,66,63,63,61,63,65,74,62,63,63,50,185
17444,E. Williams,CAM,56,59,190000.0,2000.0,25,2022.0,58,55,58,50,41,57,48,56,55,54,50,42,55,72,67,52,54,48,178
16422,J. Seo,CAM,59,74,525000.0,2000.0,19,2024.0,60,55,62,43,42,59,42,55,65,62,52,49,56,71,55,56,45,45,180
4445,E. Vignato,CAM,71,82,4100000.0,14000.0,20,2024.0,69,70,75,65,59,74,61,73,77,76,69,61,61,77,65,63,66,55,175
6243,Luca Sangalli,"CM, CAM, RM",69,71,1700000.0,4000.0,26,2022.0,65,69,72,66,56,75,62,75,75,71,60,36,68,71,54,72,66,40,167
3558,N. Benedetti,"CAM, RM",72,79,4700000.0,27000.0,24,2023.0,74,68,74,59,50,74,67,67,74,75,62,56,68,75,74,67,72,54,177
9101,Gustavo,"RW, CAM",66,66,850000.0,5000.0,29,2023.0,58,60,67,62,64,64,67,49,65,69,63,55,58,72,66,62,53,59,174
12112,G. Konstantelias,"CAM, RW",64,81,1500000.0,500.0,18,2024.0,59,61,71,60,51,65,59,62,73,69,54,55,52,71,45,62,71,56,174
5987,E. Saavedra,"RB, CM, CAM",69,73,1800000.0,550.0,25,2022.0,40,56,63,65,37,64,54,38,60,65,53,75,62,75,89,53,51,40,173
14763,H. Burrows,"LWB, CAM",61,74,750000.0,1000.0,19,2024.0,55,55,62,58,39,57,45,54,60,60,54,41,53,73,62,56,53,43,168
14758,A. Arroyo,"RM, CAM",61,79,850000.0,500.0,19,2021.0,49,55,66,65,42,60,55,40,70,63,43,56,51,74,53,47,46,61,171
6428,T. Elyounoussi,"ST, CAM, CM",68,68,775000.0,2000.0,33,2022.0,73,65,73,65,72,66,67,51,73,71,68,65,64,73,66,74,72,65,172
344,J. Brandt,"CAM, CM, CF",81,85,36000000.0,64000.0,25,2024.0,82,80,84,79,79,82,73,79,84,85,77,65,79,77,80,77,81,54,185
18918,R. Khaleel,"CAM, CM",51,73,190000.0,700.0,18,2022.0,48,46,58,44,47,47,37,40,55,55,55,49,44,74,47,43,57,47,177
3593,Jacson Zonta,"CAM, RM, LM",72,72,2600000.0,17000.0,25,2024.0,77,72,74,74,55,72,61,61,77,71,83,75,77,77,67,76,66,71,181
10398,R. Holden,"CAM, RM",65,72,1400000.0,4000.0,23,2023.0,66,65,68,63,56,66,57,65,66,64,64,60,59,72,68,62,63,56,181
7408,V. Lobry,"CAM, CDM, ST",68,71,1600000.0,3000.0,26,2022.0,70,69,68,68,59,68,64,69,69,71,71,67,58,76,80,64,61,62,181
10502,L. Pizarro,"LM, CAM",65,71,1100000.0,3000.0,23,2022.0,60,60,66,55,49,67,55,61,68,66,46,47,57,71,70,60,57,48,186
10292,T. Heintz,"LM, CAM",65,69,1000000.0,2000.0,22,2024.0,62,61,66,61,45,64,59,49,64,65,68,68,59,74,73,61,56,52,173
6211,A. Carrasquilla,"CM, CAM",69,77,3100000.0,4000.0,22,2022.0,68,64,72,55,47,70,61,66,70,71,59,47,71,75,77,67,68,51,170
12202,M. Baturina,"CM, CAM",64,83,1500000.0,500.0,18,2027.0,66,63,71,53,54,70,42,63,71,73,53,59,58,74,72,50,66,57,172
7349,B. Olivera,"CAM, RM, LM",68,69,1400000.0,5000.0,27,2025.0,67,69,70,72,58,67,65,74,71,69,68,70,69,76,65,54,57,59,169
15388,J. García,"CAM, RM, LM",60,70,550000.0,500.0,21,2022.0,50,56,62,55,44,61,55,58,67,58,58,40,61,72,34,61,58,44,170
14819,S. Van Dessel,"CM, CDM, CAM",61,74,775000.0,1000.0,19,2024.0,60,58,65,44,42,71,37,57,64,63,34,34,57,74,72,54,53,46,169
18657,M. Nemil,CAM,53,71,240000.0,500.0,19,2024.0,54,52,55,43,40,58,40,57,52,54,40,42,44,75,68,52,54,44,168
15409,S. Karweina,"ST, LM, CAM",60,64,375000.0,1000.0,22,2024.0,46,49,65,48,61,59,62,45,62,61,33,27,60,70,56,64,57,55,173
11770,V. Arveladze,"CAM, ST",64,71,1200000.0,3000.0,23,2022.0,62,62,65,60,44,64,66,58,65,64,66,59,59,75,65,66,56,60,184
15358,L. Burgess,"RM, CAM",60,70,550000.0,3000.0,22,2022.0,56,55,60,51,45,61,53,58,58,61,32,39,53,75,60,57,50,40,178
692,G. Kakuta,CAM,78,78,13500000.0,32000.0,30,2023.0,80,76,83,74,62,76,70,74,84,82,77,78,75,75,70,73,78,79,173
7574,D. Ball,"ST, CAM, RM",67,67,850000.0,2000.0,31,2023.0,62,62,68,62,56,65,66,58,68,67,57,58,71,72,87,66,66,60,183
14803,K. Piscopo,"CF, ST, CAM",61,69,725000.0,7000.0,23,2022.0,45,50,60,48,50,56,62,45,63,60,50,50,60,72,64,62,46,56,181
5915,M. Duelund,"CAM, LW, RW",69,75,2200000.0,500.0,24,2022.0,66,68,72,66,55,70,68,68,72,70,66,63,64,76,68,67,64,60,178
582,J. Quintero,CAM,79,79,17500000.0,17000.0,28,2023.0,85,81,83,79,73,81,71,73,83,83,85,83,69,75,53,69,83,77,169
6657,T. De Vincenti,"CM, CAM",68,68,950000.0,550.0,32,2025.0,73,72,71,69,66,72,66,70,72,73,73,75,62,72,72,62,63,74,178
6318,S. Appelkamp,"CAM, RM, CM",69,79,3100000.0,9000.0,20,2026.0,74,68,73,62,52,72,60,65,72,71,61,47,60,75,63,61,64,46,175
8784,F. Berenguer,"CM, CAM, LW",66,66,675000.0,4000.0,32,2022.0,66,65,67,57,57,68,63,67,67,66,66,57,64,72,78,60,64,56,180
12511,P. Mystkowski,"CAM, LM",63,66,650000.0,2000.0,23,2023.0,58,58,65,57,49,62,61,58,63,63,51,47,61,75,69,61,56,54,174
6308,A. Ait El Hadj,"CAM, CM, RW",69,83,3300000.0,6000.0,19,2024.0,68,68,76,63,58,73,57,68,76,76,65,63,65,78,83,57,66,36,168
9160,A. Ferati,"CAM, RM",66,72,1400000.0,4000.0,23,2023.0,70,69,72,71,53,68,56,69,71,69,73,65,55,78,61,58,60,62,168
3655,Lucas Fernandes,"CAM, CM",72,81,5000000.0,6000.0,23,2024.0,70,73,76,71,66,75,62,72,77,75,75,74,71,75,74,65,74,67,175
15116,G. Manvelyan,"CAM, CM, CF",61,75,775000.0,2000.0,19,2024.0,56,60,67,56,53,63,59,62,67,68,58,59,41,78,26,51,64,51,180
79,M. Reus,"CAM, CF",85,85,43000000.0,95000.0,32,2023.0,86,84,85,85,85,85,84,79,85,86,88,85,86,76,67,85,85,76,180
6341,M. Chahiri,"LM, CAM",69,72,1900000.0,10000.0,24,2022.0,63,67,70,65,58,73,59,67,73,69,62,60,67,74,61,62,57,57,180
8741,T. Oar,"LM, CAM, LB",66,66,850000.0,2000.0,29,2022.0,63,65,67,67,61,68,51,61,65,67,65,65,63,74,65,63,59,61,170
11996,Óscar Clemente,"CAM, LM, RM",64,75,1300000.0,2000.0,22,2023.0,69,68,61,66,37,72,58,75,59,62,48,42,60,68,57,62,66,50,175
5907,K. Palmer,"CAM, LM, RM",69,74,2100000.0,14000.0,24,2023.0,70,66,73,64,61,67,63,64,74,72,68,63,65,76,61,67,71,57,175
18344,D. Thomas,"CAM, LM",54,69,250000.0,500.0,17,2022.0,57,52,56,46,42,56,40,50,57,58,45,39,40,74,46,51,55,40,183
6339,T. Suslov,"CAM, CF",69,83,3300000.0,3000.0,19,2025.0,73,68,71,61,56,70,63,67,72,73,69,70,59,75,66,61,58,60,173
11278,T. Lindenhahn,"RM, CAM, CB",64,64,575000.0,1000.0,30,2023.0,57,60,65,60,58,61,55,59,63,62,59,61,63,72,84,56,59,42,177
4885,P. Parra,"CAM, CM, LW",70,71,1800000.0,6000.0,27,2026.0,70,68,71,63,44,71,62,67,70,70,62,70,65,71,70,72,57,66,175
10570,A. Ouahim,"CAM, RM",65,69,1000000.0,2000.0,23,2024.0,59,60,72,54,55,66,57,57,72,69,64,59,63,78,73,58,64,56,175
1785,Anuar,"CDM, CM, CAM",75,80,7500000.0,11000.0,26,2023.0,69,69,72,65,51,76,62,71,70,71,64,42,74,76,88,61,66,51,174
2584,N. De Préville,"CAM, ST",73,73,2900000.0,16000.0,30,2024.0,72,72,74,70,71,73,72,69,73,73,74,74,73,73,74,73,73,74,178
8089,J. Amano,"CM, CDM, CAM",67,67,1000000.0,5000.0,29,2022.0,68,68,69,64,54,69,57,68,68,69,68,75,63,74,86,66,63,42,175
12173,Gori,"CM, CAM",64,84,1600000.0,2000.0,19,2024.0,68,63,67,50,55,67,55,65,66,65,60,55,63,75,66,60,65,65,172
7048,Q. Laçi,"CDM, CM, CAM",68,74,1700000.0,3000.0,25,2023.0,64,67,69,67,61,71,64,65,68,67,67,65,62,77,90,63,69,56,180
2554,Borja García,"CAM, CM, LM",73,73,2900000.0,11000.0,30,2023.0,74,72,72,69,59,76,67,74,72,73,67,54,70,75,65,72,69,62,175
9700,K. Fujimoto,"RW, CAM",66,76,1900000.0,3000.0,22,2023.0,66,62,69,65,56,64,55,52,68,70,60,42,66,73,63,63,54,62,176
3487,S. Ernst,"CAM, CM",72,74,2900000.0,20000.0,26,2024.0,70,69,75,61,46,77,61,71,73,77,53,55,72,78,90,69,69,54,179
4808,A. Poko,"CDM, CM, CAM",70,71,1500000.0,8000.0,28,2022.0,62,61,70,58,44,66,56,62,72,68,41,50,71,75,85,67,58,53,173
3953,G. Efrem,"CAM, RW, LW",71,71,1600000.0,850.0,31,2025.0,74,65,74,60,43,71,59,52,76,70,53,63,75,73,56,73,61,52,171
14179,T. Aasgaard,"CAM, RM",62,74,950000.0,700.0,19,2023.0,62,56,65,42,44,62,52,60,63,61,47,38,58,77,56,59,58,44,170
17347,B. Old,"CAM, CM",57,72,375000.0,500.0,18,2024.0,53,53,66,47,41,55,47,53,67,60,54,53,51,76,53,44,55,51,175
16594,D. Stynes,"LM, CAM, CM",58,66,450000.0,950.0,22,2023.0,51,53,60,54,38,55,41,45,60,60,63,61,54,75,55,57,56,48,184
13754,M. Harzan,"LM, LW, CAM",62,62,325000.0,4000.0,32,2023.0,58,57,67,54,49,63,47,60,67,61,45,32,57,79,56,59,58,45,165
10589,F. Purece,"CAM, CM",65,65,700000.0,3000.0,29,2022.0,67,63,65,58,58,64,62,60,66,64,58,67,61,73,67,62,58,58,182
4467,M. Ashimeru,"CM, CAM, CDM",71,78,3700000.0,12000.0,23,2025.0,68,69,75,66,55,74,63,71,74,76,57,48,70,76,71,67,68,54,182
7450,M. Sahi,"ST, CAM",68,82,2900000.0,6000.0,19,2025.0,60,57,69,54,71,63,72,49,72,69,57,47,57,73,59,69,64,69,175
9785,Tomás Silva,"CM, CAM",66,75,1900000.0,1000.0,21,2024.0,67,68,67,63,53,74,43,70,66,71,60,45,62,73,73,63,60,64,172
13210,T. Suzuki,"CDM, CAM, CM",63,68,675000.0,900.0,24,2022.0,55,60,65,58,49,64,62,65,63,65,54,53,60,78,85,58,56,51,168
6293,F. Makaringe,"CAM, CM",69,69,1400000.0,500.0,28,2023.0,68,69,69,61,46,76,66,67,74,71,64,66,58,76,71,69,52,55,181
11858,D. Popadiuc,"LM, CAM, RM",64,65,700000.0,2000.0,26,2022.0,64,60,63,60,56,63,54,54,62,63,48,47,60,73,73,58,57,61,181
6233,Elady,"ST, LM, CAM",69,69,1400000.0,6000.0,30,2023.0,66,65,66,68,51,65,70,60,66,67,65,68,65,71,64,70,52,73,176
9935,S. Galindo,"CAM, CM",65,65,700000.0,500.0,29,2021.0,62,68,64,64,50,72,50,68,63,71,74,75,61,73,69,59,46,56,190
11806,T. Parrott,"ST, CAM",64,80,1500000.0,11000.0,19,2022.0,60,53,64,35,58,61,65,50,62,63,53,57,62,75,60,66,60,55,185
374,Lucas Paquetá,"CM, CAM",81,86,38500000.0,65000.0,23,2025.0,82,79,83,71,71,82,74,79,85,84,80,73,82,72,84,80,84,75,180
8869,G. Korte,"LM, CAM",66,66,825000.0,3000.0,30,2022.0,58,60,71,60,58,62,65,58,70,69,57,58,61,83,72,58,62,66,177
11956,C. Makridis,"CAM, ST",64,68,850000.0,3000.0,24,2023.0,60,54,68,36,67,65,70,46,70,65,62,42,62,75,63,56,51,69,180
13974,J. Martin,"LM, CAM",62,77,950000.0,4000.0,19,2022.0,61,59,63,60,53,61,50,55,65,60,56,48,48,76,51,59,54,48,177
193,M. Mount,"CAM, CM, RW",83,89,58500000.0,120000.0,22,2024.0,83,84,83,82,75,86,79,83,82,85,81,83,84,77,86,81,84,60,178
9724,R. Vilca,"CAM, RW, LW",66,76,1900000.0,9000.0,22,2022.0,63,65,70,59,54,68,61,62,71,69,71,70,62,75,60,60,65,56,175
6965,E. Wekesser,"LB, ST, CAM",68,73,1700000.0,4000.0,23,2022.0,56,61,66,64,52,65,66,56,66,67,56,52,65,75,81,60,60,69,186
5091,Tiago Pombeira,CAM,70,70,1900000.0,13000.0,21,2024.0,71,68,73,62,60,70,61,63,74,70,73,71,69,75,59,66,63,69,173
6294,M. Klimowicz,"CF, CAM, ST",69,80,3100000.0,10000.0,20,2024.0,69,64,76,57,59,69,60,63,78,74,60,49,67,75,60,70,63,55,179
3809,Fábio Vieira,"CAM, RM",72,85,6000000.0,7000.0,21,2022.0,72,73,72,70,58,76,68,74,72,74,69,64,67,74,60,69,66,67,170
12097,Pau Víctor,CAM,64,77,1400000.0,2000.0,19,2022.0,63,63,67,60,56,67,52,65,67,66,59,53,59,77,60,56,61,58,180
415,N. Lodeiro,CAM,80,80,16500000.0,12000.0,32,2023.0,82,83,81,81,71,88,72,76,81,81,82,78,80,76,91,77,81,76,170
7042,J. Leiva,"CM, CDM, CAM",68,69,1400000.0,5000.0,27,2023.0,72,69,70,60,46,74,63,70,69,74,66,51,60,73,75,68,60,55,181
429,J. Draxler,"CAM, LW, CM",80,81,24500000.0,83000.0,27,2024.0,81,80,82,79,77,81,74,77,83,84,77,76,78,76,68,78,82,65,187
11768,S. Arab,"CAM, LW",64,75,1300000.0,1000.0,20,2023.0,63,58,70,54,50,62,54,52,70,68,61,48,62,75,78,60,62,53,178
4710,K. Musona,"CAM, ST, CM",70,70,1300000.0,12000.0,31,2023.0,64,68,73,65,68,69,68,67,72,74,72,78,67,75,66,70,67,70,177
2750,Pozo,"CAM, CM, LM",73,76,4000000.0,16000.0,25,2023.0,69,71,75,65,69,75,75,74,74,75,65,64,67,77,69,72,72,66,171
9747,K. Nishiya,"LM, CAM",66,66,900000.0,2000.0,27,2022.0,55,61,65,64,65,63,62,58,65,62,63,58,66,86,80,62,53,53,165
1917,Manu Vallejo,"ST, LM, CAM",75,81,9000000.0,29000.0,24,2024.0,69,68,76,68,66,71,78,57,77,74,70,75,75,75,76,77,69,76,167
2155,D. Türüç,"RM, LM, CAM",74,74,4200000.0,32000.0,28,2024.0,72,76,74,78,64,74,65,77,74,74,82,79,73,75,80,65,74,74,177
3568,Sebas Couteira,"CAM, RM",72,72,2800000.0,9000.0,21,2024.0,73,72,74,76,67,76,70,59,74,76,67,76,74,75,37,74,71,57,178
6113,N. Bajrami,"CAM, CM",69,80,3100000.0,18000.0,22,2024.0,70,67,70,58,51,73,56,68,70,72,60,47,64,73,69,67,66,47,179
