,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
2948,I. Cardona,ST,73,77,4400000.0,15000.0,23,185,2023.0,3,73,74,63,75,63,74,77,58,74,74,73,70,69,63,78,80,71,78,72,185
14420,F. Nouble,"ST, LM",61,61,325000.0,3000.0,29,190,2023.0,4,73,60,78,59,55,45,59,51,58,71,75,49,50,48,67,61,91,59,59,190
14464,A. Kolev,ST,61,61,325000.0,950.0,28,191,2022.0,3,73,61,73,59,60,58,54,46,58,77,69,68,53,65,68,69,79,58,54,191
8012,F. Valenčič,"CAM, RW, ST",67,67,1000000.0,500.0,29,183,2021.0,2,73,69,69,70,56,65,63,62,66,71,75,58,65,74,71,46,76,68,61,183
14460,F. Al Johani,"ST, RM, CAM",61,61,325000.0,4000.0,29,176,2023.0,3,73,61,67,63,56,55,54,53,58,74,73,66,57,66,62,59,70,59,64,176
6758,M. Urruti,ST,68,68,1200000.0,4000.0,30,184,2021.0,2,73,68,68,69,60,69,65,52,72,79,68,81,69,65,73,61,56,63,66,184
15870,B. Mikeltadze,ST,60,66,400000.0,550.0,23,183,2023.0,4,73,60,58,69,58,54,43,38,66,74,72,70,45,68,58,69,59,53,58,183
4770,C. Sapong,"ST, LM",70,70,1300000.0,6000.0,32,185,2021.0,3,73,68,81,72,72,61,63,46,67,74,72,68,66,61,75,91,85,71,67,185
18080,A. Despa,"ST, LM",55,65,275000.0,1000.0,20,181,2025.0,2,73,54,51,56,48,48,50,25,58,75,71,62,53,61,58,58,55,44,55,181
9212,V. Kulach,ST,66,66,875000.0,500.0,28,178,2023.0,3,73,63,63,69,59,67,49,25,68,70,75,72,68,69,55,61,64,68,55,178
13004,D. Males,"RM, ST",63,80,1300000.0,11000.0,20,185,2023.0,3,73,58,59,63,51,60,46,63,63,72,74,73,56,69,54,61,67,61,60,185
16562,A. Al Aryani,"RW, ST",58,61,275000.0,6000.0,25,170,2022.0,3,73,57,58,62,51,46,43,31,60,74,73,71,50,70,53,68,66,59,62,170
17628,N. Melvin-Lambert,ST,56,71,325000.0,2000.0,18,175,2021.0,3,73,53,63,60,58,43,40,29,53,71,74,69,54,56,49,64,73,54,51,175
15744,T. Nishino,"ST, LM",60,73,575000.0,500.0,18,180,2022.0,3,73,60,50,63,61,61,55,51,57,70,75,69,54,67,57,67,46,56,58,180
5768,A. Fletcher,ST,69,73,2000000.0,24000.0,25,188,2026.0,2,73,69,69,71,74,59,53,23,65,67,77,75,67,56,75,71,73,68,52,188
10172,C. Bishop,ST,65,70,1100000.0,2000.0,24,183,2022.0,3,73,64,75,67,64,59,60,39,64,74,72,64,64,66,64,81,77,66,59,183
12728,É. Youan,"ST, CAM",63,71,1100000.0,2000.0,22,183,2024.0,3,73,63,54,64,62,58,59,38,62,74,72,83,58,71,63,69,57,62,58,183
9840,L. Akins,"LM, ST",65,65,575000.0,2000.0,32,185,2022.0,3,73,64,79,64,58,61,54,54,63,75,72,72,61,68,69,78,80,63,60,185
3129,O. Kamara,"ST, LW",72,72,2000000.0,7000.0,31,184,2021.0,3,73,72,79,72,69,62,77,52,70,70,76,73,73,69,74,86,81,74,71,184
8448,B. Kramer,ST,67,72,1500000.0,7000.0,25,191,2022.0,3,73,65,74,64,68,58,59,33,65,71,75,65,59,65,74,75,85,66,66,191
15720,D. Mukuna-Trouet,ST,60,74,600000.0,1000.0,19,192,2022.0,2,73,55,61,62,62,54,54,28,61,69,77,58,45,45,59,61,72,54,55,192
18058,T. Bertelsmann,ST,55,71,325000.0,600.0,19,178,2022.0,3,73,53,53,60,50,55,32,28,53,80,68,73,55,76,46,71,50,52,56,178
18051,J. Bickerstaff,ST,55,67,300000.0,500.0,19,188,2022.0,3,73,54,60,55,52,45,47,43,52,71,74,69,53,66,55,65,65,55,57,188
16628,I. Shopane,"ST, RW, LW",58,64,325000.0,500.0,24,177,2022.0,5,73,57,58,58,60,45,51,37,60,74,72,68,55,74,55,68,61,56,70,177
14563,M. Smith,"LM, ST, LW",61,65,475000.0,650.0,24,180,2021.0,3,73,57,64,58,52,58,54,53,59,73,73,73,56,67,57,67,65,57,62,180
9258,D. Florea,ST,66,66,550000.0,3000.0,33,173,2023.0,3,73,67,61,68,63,61,59,63,64,74,72,79,67,88,67,76,52,67,68,173
10204,M. McNulty,ST,65,65,725000.0,8000.0,28,179,2022.0,3,73,66,68,66,64,58,64,59,65,75,72,74,65,72,69,79,60,66,71,179
1236,M. Batshuayi,ST,76,76,8000000.0,88000.0,27,185,2022.0,5,73,77,69,78,75,62,76,46,77,74,73,75,76,71,81,80,79,78,67,185
10151,R. Ramallo,"ST, RM",65,65,700000.0,500.0,30,178,2021.0,3,73,67,65,71,72,47,47,52,64,74,73,72,57,69,63,72,70,65,65,178
14531,M. Stevens,ST,61,67,525000.0,3000.0,23,180,2022.0,3,73,60,66,61,58,54,56,33,61,72,74,68,56,67,63,70,70,61,59,180
1178,M. Balotelli,ST,76,76,7500000.0,20000.0,30,190,2024.0,4,73,79,77,78,69,76,77,80,81,71,75,66,62,49,85,72,91,74,91,190
15704,Unai Arieta,ST,60,71,550000.0,2000.0,22,175,2022.0,3,73,60,46,67,62,54,44,42,58,74,72,56,55,77,54,55,49,56,60,175
8042,M. Shved,"RW, ST, RM",67,72,1500000.0,5000.0,23,171,2024.0,3,73,67,49,66,58,59,56,58,69,74,73,74,59,83,70,58,48,66,66,171
13701,J. Arak,ST,62,65,525000.0,2000.0,26,183,2022.0,3,73,56,68,58,63,63,47,45,60,71,74,69,62,65,63,73,73,62,64,183
17228,A. Simsir,"LW, ST",57,74,425000.0,3000.0,19,178,2025.0,4,73,55,54,57,43,55,45,42,56,76,70,71,55,64,58,58,53,51,54,178
5245,M. Estrada,ST,70,75,2400000.0,13000.0,25,184,2022.0,3,73,64,72,73,78,68,65,30,63,71,75,71,68,52,64,71,80,70,66,184
14086,Y. Murillo,ST,62,69,800000.0,500.0,23,190,2021.0,3,73,59,65,60,62,58,60,37,57,72,74,60,60,49,64,61,73,60,40,190
8223,M. Heider,"ST, LM, RM",67,67,425000.0,2000.0,35,187,2022.0,5,73,67,80,66,67,59,55,56,63,67,77,69,72,66,77,83,79,66,67,187
9972,A. O'Brien,"ST, LM",65,65,775000.0,4000.0,27,183,2022.0,3,73,63,70,64,60,65,57,40,64,75,71,73,62,65,65,77,69,64,57,183
2804,F. Andone,ST,73,73,3100000.0,47000.0,28,180,2022.0,3,73,71,71,68,75,65,73,55,75,75,72,75,76,68,75,81,68,78,74,180
16188,S. Arce,ST,59,73,550000.0,1000.0,19,170,2025.0,2,73,54,56,61,62,58,45,42,61,72,73,71,51,62,55,52,65,56,49,170
2692,L. Cavallini,ST,73,73,3100000.0,9000.0,28,182,2022.0,4,73,71,85,71,76,60,69,61,70,74,72,62,70,65,77,80,90,74,68,182
13451,H. Hope,"ST, LW",62,63,475000.0,3000.0,27,179,2022.0,2,73,60,59,61,57,60,50,60,60,72,74,61,60,75,63,48,61,63,62,179
16315,S. Bell,"ST, LW",59,75,575000.0,4000.0,19,180,2024.0,3,73,56,57,60,58,48,43,30,59,74,73,68,58,75,56,68,57,59,63,180
17102,M. Al Thani,"LM, RM, ST",57,62,250000.0,3000.0,24,174,2022.0,4,73,52,49,55,50,52,42,44,56,74,73,59,49,76,49,56,50,52,49,174
9903,Adrián Sardinero,"ST, RW",65,65,700000.0,2000.0,30,175,2023.0,4,73,61,65,64,50,59,54,59,70,72,73,71,71,63,65,71,70,67,54,175
5095,Cryzan,"ST, LW",70,75,2400000.0,4000.0,24,190,2023.0,4,73,68,75,68,68,70,65,50,68,70,75,75,68,65,70,71,80,75,70,190
14012,R. Sila,"ST, LW",62,66,575000.0,2000.0,23,185,2024.0,3,73,61,60,61,54,55,56,46,63,72,74,61,60,60,68,49,70,62,58,185
9913,T. Bunbury,"LM, RM, ST",65,65,600000.0,2000.0,31,188,2021.0,3,73,66,78,66,61,63,60,58,66,71,74,69,62,55,73,76,85,67,67,188
2665,Lucas João,ST,73,73,3300000.0,25000.0,27,193,2023.0,4,73,73,71,73,72,66,66,34,74,66,79,70,67,43,81,54,86,69,58,193
2651,B. Hrgota,"ST, RW",73,73,3100000.0,22000.0,28,185,2024.0,4,73,73,65,74,68,70,71,53,74,77,69,74,69,67,75,70,69,74,62,185
7170,M. Merentiel,"ST, RM",68,71,1600000.0,5000.0,25,175,2021.0,3,73,68,53,70,68,66,62,52,66,74,73,69,68,76,70,66,57,72,60,175
1906,J. Macías,ST,75,84,12500000.0,34000.0,21,177,2022.0,3,73,74,62,77,73,72,60,50,76,73,73,65,76,69,73,59,70,80,75,177
13356,Raúl Caballero,ST,63,77,1200000.0,2000.0,20,172,2022.0,3,73,63,57,64,65,60,59,39,57,74,73,69,65,81,66,78,55,61,63,172
7168,Miguel,ST,68,79,2700000.0,8000.0,21,188,2025.0,3,73,67,72,68,69,64,54,39,65,72,73,74,64,68,74,76,80,66,70,188
2189,L. Boyé,"ST, LW, CAM",74,79,6500000.0,19000.0,25,183,2026.0,2,73,72,79,74,72,63,65,36,78,72,73,71,71,68,73,75,85,73,66,183
5394,Fábio Silva,ST,70,85,3700000.0,16000.0,18,185,2025.0,4,73,70,63,72,62,48,70,31,72,71,75,72,73,63,72,72,70,71,70,185
2175,A. Sanabria,ST,74,79,6500000.0,36000.0,25,181,2025.0,4,73,72,62,75,74,73,67,64,77,72,74,82,73,75,74,77,71,78,69,181
14270,S. Guerrero,"CAM, ST",62,74,950000.0,500.0,20,175,2021.0,3,73,62,62,64,56,64,55,39,61,74,72,68,62,76,58,68,64,59,63,175
5378,U. Bonnet,"ST, LW",70,71,1900000.0,4000.0,27,181,2023.0,3,73,71,71,73,66,63,65,42,67,70,75,69,65,67,71,78,75,73,69,181
4393,N. Ibáñez,ST,71,72,2200000.0,13000.0,26,178,2025.0,3,73,69,71,72,77,62,64,41,66,72,73,71,69,70,71,87,72,75,59,178
11124,T. Høiland,ST,64,64,475000.0,2000.0,32,177,2022.0,3,73,64,73,64,55,61,54,40,65,74,73,58,61,70,71,55,70,64,71,177
8298,M. Toye,ST,67,74,2100000.0,3000.0,22,191,2024.0,5,73,69,68,70,67,51,52,28,64,66,78,68,64,46,71,70,75,69,69,191
1579,Juanmi,"LM, ST, LW",75,75,5500000.0,23000.0,28,172,2024.0,3,73,75,51,77,72,74,71,57,77,74,73,78,79,76,74,73,41,81,64,172
1596,M. Uth,"CAM, CF, ST",75,75,5500000.0,27000.0,29,185,2023.0,2,73,77,68,75,67,72,74,76,77,76,71,74,77,68,83,71,66,74,67,185
9526,J. Gelhardt,"ST, CAM",66,82,2200000.0,13000.0,19,175,2024.0,3,73,66,63,68,55,66,58,43,69,74,73,71,63,73,67,53,68,64,63,175
9529,A. Díaz,ST,66,76,1900000.0,4000.0,21,172,2022.0,3,73,62,68,65,68,57,48,33,70,76,71,73,62,79,68,69,74,67,52,172
16896,P. Czarnowski,ST,58,62,300000.0,1000.0,23,180,2022.0,2,73,60,58,61,56,44,51,33,58,72,73,64,53,65,61,66,63,55,60,180
13531,R. Oates,ST,62,64,500000.0,4000.0,26,188,2023.0,5,73,62,67,63,58,54,55,39,60,71,75,71,60,67,64,72,68,62,57,188
9533,S. Plaza,ST,66,75,1900000.0,500.0,22,187,2023.0,3,73,65,70,67,66,57,60,29,65,70,75,70,66,67,69,70,75,64,63,187
10004,K. Luckassen,ST,65,65,775000.0,4000.0,27,185,2022.0,3,73,66,75,70,66,52,58,38,60,72,74,68,53,71,68,75,84,66,67,185
10021,R. Zozulya,ST,65,65,600000.0,2000.0,31,180,2023.0,3,73,63,80,62,68,65,65,55,62,73,73,66,62,68,68,90,83,64,64,180
4692,L. Thy,ST,70,70,1600000.0,7000.0,29,184,2022.0,4,73,69,74,72,68,69,66,59,69,69,76,69,69,67,70,73,70,72,69,184
13156,E. Emegha,ST,63,76,1100000.0,1000.0,18,195,2024.0,3,73,60,63,62,68,58,53,30,59,72,74,65,56,45,66,65,76,60,61,195
17408,D. Cashman,ST,57,71,400000.0,3000.0,20,180,2022.0,3,73,57,58,59,49,50,51,39,56,74,73,66,55,68,56,70,58,56,61,180
14194,P. Liza,"ST, LW, RM",62,75,975000.0,500.0,21,180,2023.0,3,73,61,59,61,55,55,45,55,64,73,73,67,54,74,64,60,66,60,68,180
4039,H. Soudani,"LM, RM, ST",71,71,1200000.0,14000.0,33,182,2022.0,4,73,71,74,70,71,68,68,59,73,72,74,76,68,72,75,69,80,75,67,182
18875,B. Worman,ST,51,65,140000.0,950.0,19,173,2022.0,3,73,50,44,52,48,40,41,34,48,76,70,65,49,59,49,59,40,53,55,173
10297,J. Kliment,ST,65,65,775000.0,2000.0,27,185,2024.0,3,73,62,61,64,64,58,58,49,66,70,76,67,61,67,67,77,69,63,58,185
7390,J. Candia,"ST, CF",68,71,1600000.0,6000.0,26,177,2024.0,3,73,68,65,69,67,62,59,63,66,72,73,71,65,69,71,73,74,65,67,177
14955,Eñaut Mendía,"ST, RM",61,72,750000.0,2000.0,22,178,2022.0,3,73,58,59,62,71,47,55,52,60,70,76,71,58,68,56,68,63,57,61,178
14743,M. Mampala,"ST, LW, RW",61,70,725000.0,2000.0,20,182,2022.0,3,73,58,61,59,63,56,55,44,60,75,71,69,58,67,59,58,66,60,59,182
10383,Y. Naganuma,"RM, LM, ST",65,68,975000.0,3000.0,24,177,2022.0,3,73,51,62,48,63,65,37,49,66,71,75,74,58,70,56,53,60,61,56,177
10524,J. Lescano,ST,65,65,725000.0,2000.0,28,187,2022.0,2,73,67,65,73,69,57,56,67,61,71,74,63,57,58,59,68,70,56,69,187
3555,Sergi Guardiola,ST,72,72,2300000.0,10000.0,30,184,2022.0,2,73,72,78,73,68,70,69,55,76,70,76,77,55,69,74,73,81,79,63,184
15511,K. Phillips,"ST, RM",60,71,550000.0,1000.0,21,185,2022.0,2,73,60,66,62,57,55,52,34,59,72,73,68,57,70,60,66,65,61,58,185
9106,B. Gueye,ST,66,68,1100000.0,3000.0,26,193,2023.0,3,73,63,70,63,75,51,47,32,64,63,82,62,65,57,71,67,81,65,63,193
737,P. Bamford,ST,78,78,15000000.0,82000.0,27,185,2026.0,3,73,78,77,82,75,72,69,59,78,71,75,69,80,66,80,68,76,83,74,185
12375,R. Bentancourt,ST,63,63,500000.0,500.0,28,186,2023.0,3,73,61,62,63,62,59,51,50,64,70,75,62,63,59,63,68,72,62,64,186
11653,S. Lavery,ST,64,73,1300000.0,3000.0,22,182,2023.0,2,73,65,50,66,61,56,54,37,62,76,71,77,64,77,67,66,53,66,67,182
6428,T. Elyounoussi,"ST, CAM, CM",68,68,775000.0,2000.0,33,172,2022.0,4,73,68,59,67,65,66,72,65,71,73,73,85,64,76,70,80,54,74,65,172
3523,H. Veerman,ST,72,72,2300000.0,8000.0,30,201,2023.0,4,73,71,81,77,77,65,55,34,65,67,77,34,72,32,76,72,92,74,62,201
7408,V. Lobry,"CAM, CDM, ST",68,71,1600000.0,3000.0,26,181,2022.0,3,73,65,65,64,57,68,59,67,71,76,71,62,58,68,67,68,60,64,62,181
815,Fredditinho,ST,78,78,9000000.0,43000.0,33,188,2024.0,1,73,80,76,83,81,69,74,65,74,74,73,82,74,80,78,83,90,78,83,188
816,Matheus Bardeira,ST,78,78,17000000.0,14000.0,21,187,2024.0,3,73,82,75,86,91,66,70,33,70,77,70,70,68,67,87,89,79,74,56,187
10286,N. Delgadillo,"LM, ST",65,73,1600000.0,4000.0,23,177,2021.0,3,73,57,61,58,46,68,44,45,68,77,70,74,52,69,64,56,66,52,51,177
8506,V. Castellón,"LM, ST",67,67,850000.0,500.0,31,175,2021.0,3,73,66,56,73,68,63,40,53,67,74,73,69,57,67,65,54,50,59,67,175
15265,D. Agyei,ST,60,67,500000.0,2000.0,24,183,2022.0,3,73,57,67,58,57,56,49,33,60,75,72,64,56,60,61,79,73,60,59,183
6610,A. Escoto,ST,68,68,1200000.0,5000.0,28,181,2022.0,4,73,66,62,67,65,63,75,33,71,73,73,77,64,52,67,60,68,69,61,181
8922,P. Frick,ST,66,66,850000.0,2000.0,29,182,2021.0,2,73,65,82,68,65,62,59,47,58,75,71,73,67,70,64,88,85,71,68,182
18826,T. Coman,ST,52,64,190000.0,850.0,19,182,2024.0,2,73,52,43,59,57,28,37,34,41,74,73,73,52,32,45,38,48,60,55,182
624,K. Dolberg,ST,79,83,25500000.0,37000.0,23,187,2024.0,4,73,81,68,80,74,79,78,70,79,69,76,72,75,64,86,73,79,81,78,187
11696,R. Wiedesheim-Paul,"ST, LW",64,74,1300000.0,2000.0,22,187,2024.0,3,73,65,56,67,59,59,60,39,64,71,75,70,59,64,65,63,57,62,62,187
18579,H. Parsons,ST,53,64,200000.0,1000.0,18,185,2023.0,3,73,51,65,52,52,42,40,25,50,72,74,61,54,63,53,68,71,49,54,185
18675,S. Spasov,ST,52,67,190000.0,1000.0,19,171,2022.0,3,73,52,38,55,51,46,47,35,53,73,73,71,50,75,49,62,30,53,56,171
15409,S. Karweina,"ST, LM, CAM",60,64,375000.0,1000.0,22,173,2024.0,3,73,59,45,62,55,59,61,27,61,70,76,85,60,85,60,71,37,64,55,173
8582,D. Hugi,"LM, LW, ST",67,68,1200000.0,3000.0,25,180,2024.0,3,73,66,68,66,63,65,64,64,68,73,73,68,57,61,67,71,74,64,70,180
14868,I. Vassilev,"LW, RW, ST",61,76,800000.0,8000.0,20,175,2021.0,3,73,60,51,62,45,52,54,50,63,74,73,72,56,78,64,41,55,57,64,175
8498,A. Cabeza,ST,67,72,1600000.0,500.0,24,185,2023.0,3,73,65,67,68,70,59,49,32,66,70,75,70,62,70,66,71,72,67,70,185
10317,C. Lattanzio,"LM, ST, RM",65,71,1100000.0,3000.0,23,174,2021.0,3,73,65,55,67,46,65,58,66,59,72,73,64,59,79,68,58,61,57,71,174
15367,Lin Liangming,"RM, LM, ST",60,65,375000.0,2000.0,24,180,2021.0,4,73,60,42,63,49,66,58,44,55,72,73,84,45,68,65,52,49,62,50,180
11770,V. Arveladze,"CAM, ST",64,71,1200000.0,3000.0,23,184,2022.0,3,73,65,67,66,58,64,44,59,64,75,72,67,59,73,68,69,68,66,60,184
11785,M. Kaufmann,ST,64,72,1300000.0,4000.0,20,190,2022.0,3,73,63,63,64,63,55,55,32,61,71,74,61,58,56,67,70,73,66,61,190
14781,L. Munteanu,ST,61,77,850000.0,5000.0,19,184,2025.0,2,73,61,56,63,49,57,58,43,63,75,72,73,59,70,65,58,62,60,53,184
7574,D. Ball,"ST, CAM, RM",67,67,850000.0,2000.0,31,183,2023.0,3,73,66,76,66,60,65,56,58,67,72,74,72,71,70,67,61,75,66,60,183
6171,V. Gyökeres,"ST, LM, LW",69,76,2800000.0,11000.0,23,187,2024.0,3,73,66,69,70,63,66,58,49,70,68,77,67,66,64,68,65,74,69,49,187
14803,K. Piscopo,"CF, ST, CAM",61,69,725000.0,7000.0,23,181,2022.0,2,73,62,65,62,59,56,50,50,60,72,73,52,60,62,70,68,68,62,56,181
15466,P. Glatzel,ST,60,74,600000.0,11000.0,20,174,2022.0,3,73,60,52,60,55,55,56,40,60,76,71,77,60,76,62,64,49,58,55,174
18775,A. Mortensen,ST,52,67,190000.0,500.0,18,182,2022.0,3,73,50,60,53,45,42,33,31,52,72,74,72,52,68,49,59,58,50,56,182
9065,Y. Kakitani,"CF, ST, LM",66,66,725000.0,2000.0,31,177,2022.0,3,73,65,61,64,46,66,61,30,67,72,73,74,65,69,70,71,64,67,56,177
11764,P. Owusu,ST,64,68,850000.0,4000.0,24,191,2022.0,3,73,62,73,66,67,50,44,31,56,69,76,50,62,54,71,63,86,65,61,191
8802,J. Agudelo,"ST, RM, LM",66,66,875000.0,3000.0,28,185,2021.0,5,73,64,70,63,64,66,65,51,67,72,74,76,63,46,71,81,70,65,64,185
7458,J. Bauman,ST,68,68,1200000.0,500.0,30,178,2021.0,2,73,66,61,70,70,65,54,37,68,72,73,70,64,68,65,73,63,74,69,178
162,K. Volland,"ST, CF",83,83,37000000.0,83000.0,28,179,2024.0,4,73,85,86,86,76,81,85,80,80,76,70,75,85,83,87,77,87,86,72,179
19098,G. Cowmeadow,ST,50,66,120000.0,500.0,17,175,2022.0,3,73,50,41,52,42,41,41,28,49,74,73,55,51,78,49,55,39,50,59,175
6372,G. Bayrakdar,"RM, ST, LM",69,83,3300000.0,5000.0,19,181,2025.0,4,73,66,58,70,56,65,54,47,69,72,73,72,70,64,65,47,54,68,58,181
10491,T. Kishimoto,"RB, ST",65,71,1100000.0,1000.0,23,174,2022.0,3,73,62,72,64,55,64,34,56,63,67,77,66,45,74,66,78,68,63,63,174
10685,Itaitinga,"LM, ST",65,75,1600000.0,6000.0,22,181,2023.0,3,73,65,62,69,58,60,56,34,68,73,73,75,62,72,63,71,74,65,63,181
8812,B. Ketkeophomphone,"ST, LM",66,66,725000.0,2000.0,31,180,2022.0,4,73,65,52,65,63,63,63,64,66,72,73,75,71,69,65,74,57,70,65,180
19177,E. Lalrindika,ST,48,59,110000.0,500.0,22,173,2022.0,2,73,47,48,49,40,41,42,30,47,70,75,74,44,77,47,71,49,47,43,173
7443,Lincoln,"ST, RW, LW",68,78,2700000.0,4000.0,20,180,2024.0,3,73,67,63,68,66,63,68,51,70,74,73,73,64,60,68,75,74,67,67,180
10269,K. Shelton,"ST, RW",65,65,725000.0,3000.0,28,191,2022.0,3,73,59,76,59,64,64,45,29,65,72,74,65,58,55,64,67,88,71,59,191
15083,D. Orsi,ST,61,66,475000.0,2000.0,25,188,2023.0,3,73,59,62,61,58,51,56,44,58,72,74,70,57,69,60,70,69,62,61,188
14646,Hu Jinghang,ST,61,66,500000.0,4000.0,24,183,2021.0,3,73,58,68,55,61,56,61,33,54,71,74,71,62,64,63,64,74,62,57,183
6342,E. Touré,ST,69,80,3000000.0,8000.0,19,185,2024.0,3,73,70,66,74,65,63,58,42,70,72,74,68,64,65,73,65,73,69,71,185
10492,K. Sugimoto,ST,65,65,725000.0,4000.0,28,187,2022.0,4,73,63,74,61,60,65,60,34,66,70,76,75,66,44,65,75,80,65,69,187
18352,N. Koutsakos,ST,54,69,250000.0,500.0,17,180,2023.0,3,73,51,48,53,41,53,52,28,53,72,73,56,52,63,49,55,51,61,56,180
14706,Y. Taki,"CF, ST",61,70,750000.0,800.0,21,168,2022.0,3,73,55,39,57,39,66,51,56,60,77,70,84,59,86,52,62,42,63,45,168
7189,C. Burke,ST,68,68,1200000.0,4000.0,29,191,2022.0,3,74,67,72,71,70,55,62,41,66,75,73,46,62,37,69,77,82,66,65,191
6509,S. Chhetri,"ST, LM",68,68,400000.0,1000.0,36,169,2023.0,4,74,71,69,73,66,59,68,68,65,76,73,73,64,77,70,90,66,72,73,169
8088,N. Maeda,"RM, CF, ST",67,68,1200000.0,3000.0,26,175,2022.0,3,74,66,62,65,52,67,62,54,64,76,73,68,63,72,69,80,59,70,61,175
11848,F. Balogun,ST,64,81,1500000.0,10000.0,19,179,2025.0,4,74,63,60,67,56,52,59,37,63,76,72,72,64,64,63,54,64,66,56,179
7886,J. Ramos,"ST, RM",67,67,1000000.0,2000.0,28,182,2026.0,3,74,64,67,67,68,59,61,46,66,72,76,74,67,53,60,71,79,66,58,182
13911,J. Lankester,"RW, ST",62,73,900000.0,2000.0,21,178,2023.0,3,74,59,57,61,47,58,56,57,62,73,75,69,56,70,58,55,62,57,59,178
2584,N. De Préville,"CAM, ST",73,73,2900000.0,16000.0,30,178,2024.0,3,74,73,68,72,66,73,71,74,73,73,74,79,73,74,75,71,64,73,74,178
4895,Á. Sagal,"LM, RM, ST",70,70,1600000.0,9000.0,28,178,2023.0,3,74,65,76,62,67,68,55,45,70,73,75,72,63,63,76,73,77,69,69,178
8808,Liliu,"ST, CF, LW",66,66,725000.0,500.0,31,180,2021.0,4,74,65,59,70,57,56,59,62,70,73,75,68,67,69,66,70,68,59,57,180
8015,F. Kamberi,ST,67,70,1300000.0,5000.0,26,189,2022.0,3,74,65,75,65,69,66,62,42,65,73,75,67,63,68,74,73,78,65,73,189
7182,M. Forss,"ST, LW",68,78,2700000.0,17000.0,22,182,2023.0,3,74,69,68,72,62,54,64,28,63,74,74,60,68,72,73,66,69,72,70,182
2417,F. Viñas,ST,74,81,8500000.0,36000.0,23,180,2024.0,3,74,75,78,76,75,65,69,51,71,73,75,68,71,79,78,78,83,80,69,180
15394,R. Cassidy,ST,60,69,550000.0,6000.0,20,173,2022.0,3,74,59,54,61,58,54,56,36,59,76,73,72,58,83,59,66,53,61,60,173
14876,J. Stansfield,ST,61,81,900000.0,4000.0,18,180,2023.0,3,74,62,53,65,52,56,48,28,63,75,74,68,55,63,62,65,55,64,64,180
10989,Y. Malede,"ST, LW",65,74,1600000.0,5000.0,21,189,2025.0,3,74,64,65,66,65,63,65,55,67,73,75,71,52,48,68,72,71,61,68,189
17384,E. Nevitt,ST,57,63,250000.0,2000.0,24,183,2022.0,3,74,54,65,57,51,42,46,31,54,72,76,62,55,58,55,74,77,56,53,183
10010,L. Antal,"RM, ST",65,65,575000.0,3000.0,32,178,2022.0,4,74,59,60,54,57,65,57,61,65,73,74,72,60,66,65,64,62,64,70,178
13171,Clau Mendes,"ST, RM, LM",63,76,1200000.0,2000.0,20,186,2023.0,4,74,62,55,60,59,64,62,42,62,70,77,71,64,54,69,49,65,60,69,186
17405,G. Lemoine,"ST, CF",57,67,375000.0,1000.0,20,188,2023.0,3,74,55,53,58,55,53,46,45,62,76,73,72,37,52,55,64,69,52,56,188
7450,M. Sahi,"ST, CAM",68,82,2900000.0,6000.0,19,175,2025.0,3,74,70,59,72,57,63,71,47,69,73,74,66,57,70,69,68,69,69,69,175
16415,T. Bornemann,ST,59,69,500000.0,750.0,20,184,2023.0,3,74,57,61,59,52,54,55,30,56,73,74,70,56,68,60,74,67,57,49,184
16894,D. Sokół,ST,58,67,450000.0,850.0,22,185,2022.0,3,74,56,57,56,54,52,51,32,58,73,75,58,52,62,60,63,67,57,63,185
8085,K. Ichimi,"ST, CF",67,71,1500000.0,2000.0,23,181,2023.0,3,74,65,73,68,65,61,63,41,68,71,76,39,62,60,65,74,76,67,60,181
14159,J. Ganda,"LM, RM, ST",62,66,575000.0,2000.0,24,186,2023.0,5,74,60,64,60,51,60,53,47,62,71,76,68,48,61,65,72,75,57,57,186
7132,Dani Ojeda,"LM, RM, ST",68,69,1400000.0,4000.0,26,178,2022.0,5,74,64,61,66,59,61,50,43,72,72,75,69,74,68,64,60,66,64,72,178
11917,Z. Lepasa,"ST, CF",64,69,900000.0,500.0,24,180,2022.0,3,74,65,55,71,58,55,45,31,64,75,73,55,56,61,61,66,57,68,70,180
6880,R. Rubin,ST,68,72,1700000.0,4000.0,25,180,2021.0,3,74,67,67,68,62,67,69,39,69,76,72,80,64,71,68,78,70,68,61,180
3958,F. Jara,ST,71,71,1500000.0,6000.0,32,180,2021.0,3,74,72,72,72,64,70,70,50,70,73,75,75,67,61,76,69,76,73,72,180
7202,André Silva,"LW, ST",68,74,1900000.0,3000.0,24,177,2022.0,3,74,66,57,73,63,63,56,34,67,76,73,80,63,77,59,63,63,68,62,177
2566,Sergio León,ST,73,73,2500000.0,11000.0,32,178,2022.0,4,74,74,64,73,69,70,72,64,75,76,73,77,71,69,80,73,63,75,72,178
10525,A. Ocejo,ST,65,71,1100000.0,5000.0,23,180,2025.0,3,74,63,57,64,55,68,52,61,65,73,74,75,58,64,71,52,65,66,54,180
